feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_427_gene	GW101-3H11_contig_1_427	SSU ribosomal protein S3p (S3e)	Cytoplasmic	9.97		
1_2310_gene	GW101-3H11_contig_1_2310	Type IV pilus biogenesis protein PilZ	Unknown	2.00		
1_4217_gene	GW101-3H11_contig_1_4217	Aromatic--CoA ligase	Unknown	2.00		
1_1548_gene	GW101-3H11_contig_1_1548	Porphobilinogen deaminase (EC 2.5.1.61)	Cytoplasmic	9.97		
1_4472_gene	GW101-3H11_contig_1_4472	Hemolysins and related proteins containing CBS domains	CytoplasmicMembrane	9.99		
1_2877_gene	GW101-3H11_contig_1_2877	Sulfate transport system permease protein CysW	CytoplasmicMembrane	10.00		
1_2942_gene	GW101-3H11_contig_1_2942	Multimeric flavodoxin WrbA	Unknown	2.00		
1_2709_gene	GW101-3H11_contig_1_2709	Multimeric flavodoxin WrbA	Unknown	2.50		
1_2629_gene	GW101-3H11_contig_1_2629	Multimeric flavodoxin WrbA	Unknown	2.00		
1_2560_gene	GW101-3H11_contig_1_2560	Multimeric flavodoxin WrbA	Unknown	2.00		
1_3533_gene	GW101-3H11_contig_1_3533	DNA internalization-related competence protein ComEC/Rec2	CytoplasmicMembrane	10.00		
1_62_gene	GW101-3H11_contig_1_62	Cell wall-associated hydrolases (invasion-associated proteins)	Cytoplasmic	9.26		
1_611_gene	GW101-3H11_contig_1_611	Cobalt/zinc/cadmium efflux RND transporter, transmembrane protein CzcA	CytoplasmicMembrane	10.00		
1_4718_gene	GW101-3H11_contig_1_4718	Uncharacterized conserved protein YfiP, contains DTW domain	Cytoplasmic	9.26		
1_2863_gene	GW101-3H11_contig_1_2863	ATP-dependent helicase HrpA	Unknown	2.00		
1_2641_gene	GW101-3H11_contig_1_2641	Aspartokinase (EC 2.7.2.4)	Cytoplasmic	8.96		
1_3402_gene	GW101-3H11_contig_1_3402	Aspartokinase (EC 2.7.2.4)	Unknown	2.00		
1_691_gene	GW101-3H11_contig_1_691	Oxidoreductase, GMC family	CytoplasmicMembrane	9.82		
1_3661_gene	GW101-3H11_contig_1_3661	Oxidoreductase, GMC family	CytoplasmicMembrane	9.82		
1_3793_gene	GW101-3H11_contig_1_3793	FIG00901576: hypothetical protein	Cytoplasmic	8.96		
1_2998_gene	GW101-3H11_contig_1_2998	Cation-transporting ATPase, E1-E2 family	CytoplasmicMembrane	10.00		
1_3626_gene	GW101-3H11_contig_1_3626	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	Cytoplasmic	9.26		
1_2745_gene	GW101-3H11_contig_1_2745	RecA/RadA recombinase	Periplasmic	9.22		
1_567_gene	GW101-3H11_contig_1_567	Uncharacterized protein Atu0170, clustered with phosphonate utilization	Periplasmic	9.83		
1_2690_gene	GW101-3H11_contig_1_2690	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	Cytoplasmic	9.26		
1_4109_gene	GW101-3H11_contig_1_4109	FIG01121542: hypothetical protein	Unknown	2.00		
1_4699_gene	GW101-3H11_contig_1_4699	Nitrate/nitrite transporter	CytoplasmicMembrane	10.00		
1_149_gene	GW101-3H11_contig_1_149	putative carboxylesterase	Cytoplasmic	9.26		
1_1064_gene	GW101-3H11_contig_1_1064	YrbA protein	Unknown	2.00		
1_3288_gene	GW101-3H11_contig_1_3288	Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)	CytoplasmicMembrane	10.00		
1_2919_gene	GW101-3H11_contig_1_2919	Protein co-occurring with FIG00645039: hypothetical protein with HTH-domain	Cytoplasmic	8.96		
1_3856_gene	GW101-3H11_contig_1_3856	Branched-chain amino acid ABC transporter, permease protein LivM (TC 3.A.1.4.1)	CytoplasmicMembrane	10.00		
1_4614_gene	GW101-3H11_contig_1_4614	N-acyl-D-amino-acid deacylase (EC 3.5.1.81)	Cytoplasmic	9.97		
1_1011_gene	GW101-3H11_contig_1_1011	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	Cytoplasmic	9.97		
1_4749_gene	GW101-3H11_contig_1_4749	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	Cytoplasmic	9.26		
1_1687_gene	GW101-3H11_contig_1_1687	Nitrate ABC transporter, permease protein	CytoplasmicMembrane	10.00		
1_1028_gene	GW101-3H11_contig_1_1028	Hemerythrin domain protein	Cytoplasmic	8.96		
1_397_gene	GW101-3H11_contig_1_397	Hemerythrin domain protein	Cytoplasmic	8.96		
1_218_gene	GW101-3H11_contig_1_218	Hemerythrin domain protein	Cytoplasmic	8.96		
1_530_gene	GW101-3H11_contig_1_530	Hemerythrin domain protein	Unknown	2.00		
1_3055_gene	GW101-3H11_contig_1_3055	Histone acetyltransferase HPA2 and related acetyltransferases	Cytoplasmic	8.96		
1_433_gene	GW101-3H11_contig_1_433	Histone acetyltransferase HPA2 and related acetyltransferases	Cytoplasmic	8.96		
1_2446_gene	GW101-3H11_contig_1_2446	Histone acetyltransferase HPA2 and related acetyltransferases	Unknown	2.00		
1_773_gene	GW101-3H11_contig_1_773	Histone acetyltransferase HPA2 and related acetyltransferases	Cytoplasmic	8.96		
1_3098_gene	GW101-3H11_contig_1_3098	Histone acetyltransferase HPA2 and related acetyltransferases	Unknown	2.00		
1_2676_gene	GW101-3H11_contig_1_2676	Histone acetyltransferase HPA2 and related acetyltransferases	Unknown	2.00		
1_1431_gene	GW101-3H11_contig_1_1431	Histone acetyltransferase HPA2 and related acetyltransferases	Unknown	2.00		
1_431_gene	GW101-3H11_contig_1_431	Peroxiredoxin	Unknown	2.00		
1_3340_gene	GW101-3H11_contig_1_3340	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	Cytoplasmic	9.97		
1_1018_gene	GW101-3H11_contig_1_1018	Dihydropyrimidinase (EC 3.5.2.2); D-hydantoinase (EC 3.5.2.2)	Cytoplasmic	9.97		
1_1382_gene	GW101-3H11_contig_1_1382	Diguanylate cyclase/phosphodiesterase domain 1 (GGDEF)	Cytoplasmic	9.26		
1_1671_gene	GW101-3H11_contig_1_1671	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	Unknown	2.00		
1_2163_gene	GW101-3H11_contig_1_2163	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	Cytoplasmic	9.26		
1_2207_gene	GW101-3H11_contig_1_2207	TRAP dicarboxylate transporter, DctM subunit, unknown substrate 5	CytoplasmicMembrane	10.00		
1_2827_gene	GW101-3H11_contig_1_2827	TRAP dicarboxylate transporter, DctM subunit, unknown substrate 5	CytoplasmicMembrane	10.00		
1_942_gene	GW101-3H11_contig_1_942	Uncharacterized protein Ajs_3662	CytoplasmicMembrane	9.86		
1_4763_gene	GW101-3H11_contig_1_4763	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)	Cytoplasmic	9.97		
1_1622_gene	GW101-3H11_contig_1_1622	putative transmembrane protein	CytoplasmicMembrane	9.82		
1_58_gene	GW101-3H11_contig_1_58	putative transmembrane protein	Unknown	4.90	(This protein may have multiple localization sites.)	
1_4714_gene	GW101-3H11_contig_1_4714	putative transmembrane protein	Unknown	2.50		
1_4041_gene	GW101-3H11_contig_1_4041	putative transmembrane protein	Unknown	2.00		
1_1623_gene	GW101-3H11_contig_1_1623	putative transmembrane protein	CytoplasmicMembrane	10.00		
1_4446_gene	GW101-3H11_contig_1_4446	Conjugative transfer protein TrbL	CytoplasmicMembrane	10.00		
1_2667_gene	GW101-3H11_contig_1_2667	Iron-sulfur cluster regulator IscR	Unknown	2.00		
1_4483_gene	GW101-3H11_contig_1_4483	Iron-sulfur cluster regulator IscR	Unknown	2.00		
1_4531_gene	GW101-3H11_contig_1_4531	Isochorismate pyruvate-lyase (EC 4.2.99.21)	Cytoplasmic	8.96		
1_407_gene	GW101-3H11_contig_1_407	Dienelactone hydrolase family protein	Unknown	2.00		
1_3802_gene	GW101-3H11_contig_1_3802	Dienelactone hydrolase family protein	Unknown	2.50		
1_1853_gene	GW101-3H11_contig_1_1853	Fructokinase (EC 2.7.1.4)	Unknown	2.00		
1_4274_gene	GW101-3H11_contig_1_4274	Fructokinase (EC 2.7.1.4)	Unknown	2.00		
1_1286_gene	GW101-3H11_contig_1_1286	FIG01198930: hypothetical protein	Unknown	2.00		
1_1293_gene	GW101-3H11_contig_1_1293	Urea ABC transporter, permease protein UrtC	CytoplasmicMembrane	10.00		
1_1862_gene	GW101-3H11_contig_1_1862	CBS domain protein	Cytoplasmic	8.96		
1_1685_gene	GW101-3H11_contig_1_1685	CBS domain protein	Unknown	2.00		
1_4873_gene	GW101-3H11_contig_1_4873	FIG027190: Putative transmembrane protein	Unknown	2.00		
1_1786_gene	GW101-3H11_contig_1_1786	FIG027190: Putative transmembrane protein	Unknown	2.00		
1_3620_gene	GW101-3H11_contig_1_3620	SSU ribosomal protein S15p (S13e)	Cytoplasmic	9.26		
1_4558_gene	GW101-3H11_contig_1_4558	Aspartate ammonia-lyase (EC 4.3.1.1)	Unknown	2.50		
1_4795_gene	GW101-3H11_contig_1_4795	FIG005080: Possible exported protein	Unknown	4.72	(This protein may have multiple localization sites.)	
1_3117_gene	GW101-3H11_contig_1_3117	Outer membrane protein assembly factor YaeT	OuterMembrane	10.00		
1_3404_gene	GW101-3H11_contig_1_3404	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	CytoplasmicMembrane	10.00		
1_4534_gene	GW101-3H11_contig_1_4534	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	CytoplasmicMembrane	10.00		
1_2824_gene	GW101-3H11_contig_1_2824	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	CytoplasmicMembrane	10.00		
1_3915_gene	GW101-3H11_contig_1_3915	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	CytoplasmicMembrane	10.00		
1_3462_gene	GW101-3H11_contig_1_3462	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	CytoplasmicMembrane	10.00		
1_1020_gene	GW101-3H11_contig_1_1020	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	CytoplasmicMembrane	10.00		
1_940_gene	GW101-3H11_contig_1_940	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	CytoplasmicMembrane	10.00		
1_2508_gene	GW101-3H11_contig_1_2508	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	CytoplasmicMembrane	10.00		
1_4921_gene	GW101-3H11_contig_1_4921	Putative lipid carrier protein	Unknown	2.00		
1_1918_gene	GW101-3H11_contig_1_1918	Transcription termination protein NusA	Cytoplasmic	9.97		
1_1448_gene	GW101-3H11_contig_1_1448	Poly(A) polymerase (EC 2.7.7.19)	Cytoplasmic	9.97		
1_1541_gene	GW101-3H11_contig_1_1541	Glyoxalase family protein	Cytoplasmic	9.97		
1_292_gene	GW101-3H11_contig_1_292	Glyoxalase family protein	Unknown	2.00		
1_53_gene	GW101-3H11_contig_1_53	Glyoxalase family protein	Unknown	2.00		
1_308_gene	GW101-3H11_contig_1_308	AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination	Cytoplasmic	9.26		
1_1505_gene	GW101-3H11_contig_1_1505	Dam modification methylase	Cytoplasmic	8.96		
1_2516_gene	GW101-3H11_contig_1_2516	acyltransferase family protein	CytoplasmicMembrane	9.82		
1_3696_gene	GW101-3H11_contig_1_3696	Tryptophan synthase alpha chain (EC 4.2.1.20)	Cytoplasmic	9.97		
1_3986_gene	GW101-3H11_contig_1_3986	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Cytoplasmic	9.97		
1_3595_gene	GW101-3H11_contig_1_3595	Broad-specificity amino acid ABC transporter, permease protein 1	CytoplasmicMembrane	10.00		
1_1356_gene	GW101-3H11_contig_1_1356	Uricase (urate oxidase) (EC 1.7.3.3)	Cytoplasmic	9.97		
1_4631_gene	GW101-3H11_contig_1_4631	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87); SUA5 domain with internal deletion	Unknown	2.00		
1_3311_gene	GW101-3H11_contig_1_3311	Response regulator BaeR	Cytoplasmic	9.97		
1_2408_gene	GW101-3H11_contig_1_2408	SOS-response repressor and protease LexA (EC 3.4.21.88)	Cytoplasmic	9.97		
1_2380_gene	GW101-3H11_contig_1_2380	Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)	Cytoplasmic	9.97		
1_957_gene	GW101-3H11_contig_1_957	Cobalamin synthase (EC 2.7.8.26)	CytoplasmicMembrane	10.00		
1_650_gene	GW101-3H11_contig_1_650	Tn21 protein of unknown function Urf2	CytoplasmicMembrane	9.97		
1_4345_gene	GW101-3H11_contig_1_4345	Flagellar M-ring protein FliF	CytoplasmicMembrane	9.97		Flagellar
1_571_gene	GW101-3H11_contig_1_571	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (EC 2.7.8.37)	Cytoplasmic	8.96		
1_1652_gene	GW101-3H11_contig_1_1652	Transcriptional regulator DmlR, LysR family	Cytoplasmic	9.97		
1_3440_gene	GW101-3H11_contig_1_3440	Prephenate dehydratase (EC 4.2.1.51); Arogenate dehydratase (EC 4.2.1.91)	Periplasmic	10.00		
1_2225_gene	GW101-3H11_contig_1_2225	Prephenate dehydratase (EC 4.2.1.51); Chorismate mutase I (EC 5.4.99.5)	Cytoplasmic	9.26		
1_4374_gene	GW101-3H11_contig_1_4374	Flagellar basal-body rod modification protein FlgD	Extracellular	9.71		Fimbrial
1_2758_gene	GW101-3H11_contig_1_2758	Copper/silver efflux RND transporter, membrane fusion protein CusB	Unknown	2.50		
1_641_gene	GW101-3H11_contig_1_641	Copper/silver efflux RND transporter, membrane fusion protein CusB	Unknown	2.50		
1_4165_gene	GW101-3H11_contig_1_4165	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	Unknown	4.99	(This protein may have multiple localization sites.)	
1_4499_gene	GW101-3H11_contig_1_4499	LSU ribosomal protein L5p (L11e)	Cytoplasmic	9.97		
1_1852_gene	GW101-3H11_contig_1_1852	Xylulose kinase (EC 2.7.1.17)	Cytoplasmic	9.26		
1_503_gene	GW101-3H11_contig_1_503	Low-specificity L-threonine aldolase (EC 4.1.2.48)	Cytoplasmic	9.26		
1_1968_gene	GW101-3H11_contig_1_1968	IncF plasmid conjugative transfer pilus assembly protein TraF	Periplasmic	9.76		
1_2035_gene	GW101-3H11_contig_1_2035	Biphenyl dioxygenase beta subunit (EC 1.14.12.18)	Cytoplasmic	8.96		
1_2040_gene	GW101-3H11_contig_1_2040	Biphenyl dioxygenase beta subunit (EC 1.14.12.18)	Cytoplasmic	8.96		
1_2274_gene	GW101-3H11_contig_1_2274	ABC transporter, ATP-binding protein 2 RSc1754	CytoplasmicMembrane	7.88		
1_1580_gene	GW101-3H11_contig_1_1580	putative flavodoxin	Unknown	2.00		
1_4144_gene	GW101-3H11_contig_1_4144	GTP-binding and nucleic acid-binding protein YchF	Cytoplasmic	8.96		
1_134_gene	GW101-3H11_contig_1_134	mRNA 3-end processing exonuclease	Unknown	2.00		
1_2469_gene	GW101-3H11_contig_1_2469	Fe2+/Zn2+ uptake regulation proteins; Ferric uptake regulation protein; Peroxide stress regulator	Cytoplasmic	8.96		
1_1521_gene	GW101-3H11_contig_1_1521	6,7-dimethyl-8-ribityllumazine synthase paralog	Cytoplasmic	9.26		
1_1834_gene	GW101-3H11_contig_1_1834	Glutamine synthetase type I (EC 6.3.1.2)	Cytoplasmic	9.97		
1_4920_gene	GW101-3H11_contig_1_4920	FIG00347697: hypothetical protein	Unknown	2.00		
1_1719_gene	GW101-3H11_contig_1_1719	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	Cytoplasmic	9.97		
1_2278_gene	GW101-3H11_contig_1_2278	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	Cytoplasmic	9.26		
1_299_gene	GW101-3H11_contig_1_299	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	Cytoplasmic	9.97		
1_2004_gene	GW101-3H11_contig_1_2004	Pantoate--beta-alanine ligase (EC 6.3.2.1)	Cytoplasmic	9.97		
1_3988_gene	GW101-3H11_contig_1_3988	Pantoate--beta-alanine ligase (EC 6.3.2.1)	Cytoplasmic	9.26		
1_4767_gene	GW101-3H11_contig_1_4767	Membrane protein TerC, possibly involved in tellurium resistance	CytoplasmicMembrane	10.00		
1_995_gene	GW101-3H11_contig_1_995	Membrane protein TerC, possibly involved in tellurium resistance	CytoplasmicMembrane	10.00		
1_4561_gene	GW101-3H11_contig_1_4561	Hydrolase, alpha/beta fold family	Extracellular	9.45		
1_1032_gene	GW101-3H11_contig_1_1032	Hydrolase, alpha/beta fold family	Unknown	2.00		
1_3377_gene	GW101-3H11_contig_1_3377	Hydrolase, alpha/beta fold family	Cytoplasmic	8.96		
1_3183_gene	GW101-3H11_contig_1_3183	Hydrolase, alpha/beta fold family	Unknown	2.00		
1_317_gene	GW101-3H11_contig_1_317	Hydrolase, alpha/beta fold family	Unknown	2.00		
1_3982_gene	GW101-3H11_contig_1_3982	Hydrolase, alpha/beta fold family	Periplasmic	9.44		
1_198_gene	GW101-3H11_contig_1_198	Hydrolase, alpha/beta fold family	Unknown	2.00		
1_472_gene	GW101-3H11_contig_1_472	Hydrolase, alpha/beta fold family	Unknown	2.00		
1_2169_gene	GW101-3H11_contig_1_2169	Hydrolase, alpha/beta fold family	Cytoplasmic	9.97		
1_1814_gene	GW101-3H11_contig_1_1814	Type IV pilus biogenesis protein PilF	OuterMembrane	9.93		
1_687_gene	GW101-3H11_contig_1_687	Organic hydroperoxide resistance protein	Cytoplasmic	9.26		
1_1855_gene	GW101-3H11_contig_1_1855	D-2-hydroxyglutarate dehydrogenase (EC 1.1.99.2)	Cytoplasmic	9.26		
1_2078_gene	GW101-3H11_contig_1_2078	Transcriptional regulator, IclR family	Cytoplasmic	9.26		
1_2243_gene	GW101-3H11_contig_1_2243	Transcriptional regulator, IclR family	Cytoplasmic	9.26		
1_4135_gene	GW101-3H11_contig_1_4135	Transcriptional regulator, IclR family	Cytoplasmic	9.26		
1_2818_gene	GW101-3H11_contig_1_2818	Transcriptional regulator, IclR family	Cytoplasmic	9.26		
1_534_gene	GW101-3H11_contig_1_534	Transcriptional regulator, IclR family	Cytoplasmic	9.97		
1_3773_gene	GW101-3H11_contig_1_3773	Transcriptional regulator, IclR family	Cytoplasmic	9.97		
1_1604_gene	GW101-3H11_contig_1_1604	Transcriptional regulator, IclR family	Cytoplasmic	9.26		
1_4070_gene	GW101-3H11_contig_1_4070	Transcriptional regulator, IclR family	Cytoplasmic	9.26		
1_4412_gene	GW101-3H11_contig_1_4412	Transcriptional regulator, IclR family	Cytoplasmic	8.96		
1_1029_gene	GW101-3H11_contig_1_1029	S-adenosylmethionine synthetase (EC 2.5.1.6)	Cytoplasmic	9.97		
1_4039_gene	GW101-3H11_contig_1_4039	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	CytoplasmicMembrane	10.00		
1_4177_gene	GW101-3H11_contig_1_4177	FIG00347448: hypothetical protein	Unknown	2.00		
1_2561_gene	GW101-3H11_contig_1_2561	Oxidoreductase	Unknown	4.90	(This protein may have multiple localization sites.)	
1_2941_gene	GW101-3H11_contig_1_2941	Oxidoreductase	Cytoplasmic	8.96		
1_3158_gene	GW101-3H11_contig_1_3158	Oxidoreductase	Cytoplasmic	9.26		
1_1323_gene	GW101-3H11_contig_1_1323	Oxidoreductase	Cytoplasmic	9.97		
1_1910_gene	GW101-3H11_contig_1_1910	Oxidoreductase	Periplasmic	9.44		
1_3154_gene	GW101-3H11_contig_1_3154	TRAP transporter solute receptor, TAXI family	Unknown	2.00		
1_4648_gene	GW101-3H11_contig_1_4648	Sensor protein	CytoplasmicMembrane	9.82		
1_1122_gene	GW101-3H11_contig_1_1122	Glutamyl-tRNA reductase (EC 1.2.1.70)	Cytoplasmic	9.97		
1_848_gene	GW101-3H11_contig_1_848	Isohexenylglutaconyl-CoA hydratase (EC 4.2.1.57)	Cytoplasmic	9.26		
1_3813_gene	GW101-3H11_contig_1_3813	FIG00537534: hypothetical protein	Unknown	2.00		
1_392_gene	GW101-3H11_contig_1_392	NADH dehydrogenase (EC 1.6.99.3)	CytoplasmicMembrane	7.88		
1_1837_gene	GW101-3H11_contig_1_1837	Nitrogen regulation protein NR(I), GlnG (=NtrC)	Cytoplasmic	9.97		
1_706_gene	GW101-3H11_contig_1_706	Nitrogen regulation protein NR(I), GlnG (=NtrC)	Cytoplasmic	9.97		
1_4034_gene	GW101-3H11_contig_1_4034	Uncharacterized DUF2909 protein BB4826	CytoplasmicMembrane	9.82		
1_1724_gene	GW101-3H11_contig_1_1724	Regulator of nucleoside diphosphate kinase	Cytoplasmic	9.26		
1_3749_gene	GW101-3H11_contig_1_3749	Tetrapyrrole methylase family protein	Unknown	2.00		
1_330_gene	GW101-3H11_contig_1_330	transcriptional regulator, MarR family	Unknown	2.00		
1_846_gene	GW101-3H11_contig_1_846	DNA alkylation repair enzyme	Cytoplasmic	8.96		
1_4879_gene	GW101-3H11_contig_1_4879	ThiJ/PfpI family protein	Unknown	2.00		
1_3938_gene	GW101-3H11_contig_1_3938	2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16); 3'-nucleotidase (EC 3.1.3.6)	Periplasmic	9.76		
1_4179_gene	GW101-3H11_contig_1_4179	UPF0339 protein YegP.C; UPF0339 protein YegP.N	Unknown	2.00		
1_847_gene	GW101-3H11_contig_1_847	Citronellyl-CoA dehydrogenase	Cytoplasmic	9.97		
1_1298_gene	GW101-3H11_contig_1_1298	Transcription regulator [contains diacylglycerol kinase catalytic domain]	Unknown	2.00		
1_2707_gene	GW101-3H11_contig_1_2707	Pirin	Cytoplasmic	9.26		
1_70_gene	GW101-3H11_contig_1_70	Pirin	Unknown	3.91		
1_2711_gene	GW101-3H11_contig_1_2711	Pirin	Cytoplasmic	9.26		
1_4701_gene	GW101-3H11_contig_1_4701	Pirin	Cytoplasmic	9.26		
1_2550_gene	GW101-3H11_contig_1_2550	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	Unknown	2.50		
1_4040_gene	GW101-3H11_contig_1_4040	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	CytoplasmicMembrane	10.00		
1_1587_gene	GW101-3H11_contig_1_1587	Aerobic carbon monoxide dehydrogenase (quinone), medium chain (EC 1.2.5.3)	Unknown	2.00		
1_3350_gene	GW101-3H11_contig_1_3350	Aerobic carbon monoxide dehydrogenase (quinone), medium chain (EC 1.2.5.3)	Cytoplasmic	8.96		
1_4676_gene	GW101-3H11_contig_1_4676	3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases	Cytoplasmic	8.96		
1_1118_gene	GW101-3H11_contig_1_1118	ATP-dependent protease domain protein (EC 3.4.21.-)	Cytoplasmic	9.97		
1_3501_gene	GW101-3H11_contig_1_3501	FIG138928: iron-regulated membrane protein	CytoplasmicMembrane	10.00		
1_1861_gene	GW101-3H11_contig_1_1861	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48); O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	Cytoplasmic	9.97		
1_4408_gene	GW101-3H11_contig_1_4408	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48); O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	Cytoplasmic	9.26		
1_2999_gene	GW101-3H11_contig_1_2999	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48); O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	Cytoplasmic	9.97		
1_2349_gene	GW101-3H11_contig_1_2349	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48); O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	Cytoplasmic	9.26		
1_4407_gene	GW101-3H11_contig_1_4407	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48); O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	Unknown	2.00		
1_4205_gene	GW101-3H11_contig_1_4205	Conserved uncharacterized protein CreA	Unknown	2.50		
1_3630_gene	GW101-3H11_contig_1_3630	FIG00582785: hypothetical protein	Unknown	2.00		
1_1874_gene	GW101-3H11_contig_1_1874	DNA ligase (ATP) (EC 6.5.1.1)	Unknown	2.00		
1_4027_gene	GW101-3H11_contig_1_4027	RNA polymerase sigma factor RpoH	Cytoplasmic	9.26		
1_4568_gene	GW101-3H11_contig_1_4568	23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173)	Cytoplasmic	9.97		
1_4616_gene	GW101-3H11_contig_1_4616	Leucyl-tRNA synthetase (EC 6.1.1.4)	Cytoplasmic	9.97		
1_1324_gene	GW101-3H11_contig_1_1324	2-dehydrotetronate isomerase (EC 5.3.1.35)	Cytoplasmic	9.97		
1_584_gene	GW101-3H11_contig_1_584	Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases	CytoplasmicMembrane	7.88		
1_2450_gene	GW101-3H11_contig_1_2450	Outer membrane factor (OMF) lipoprotein associated wth EmrAB-OMF efflux system	OuterMembrane	10.00		
1_4882_gene	GW101-3H11_contig_1_4882	Type I secretion membrane fusion protein, HlyD family	CytoplasmicMembrane	7.88		
1_446_gene	GW101-3H11_contig_1_446	Type I secretion membrane fusion protein, HlyD family; Type I secretion system, membrane fusion protein LapC	CytoplasmicMembrane	7.88		
1_3739_gene	GW101-3H11_contig_1_3739	RNA polymerase sigma factor RpoE	Cytoplasmic	9.97		
1_637_gene	GW101-3H11_contig_1_637	FIG00643033: hypothetical protein	CytoplasmicMembrane	9.82		
1_2762_gene	GW101-3H11_contig_1_2762	FIG00643033: hypothetical protein	CytoplasmicMembrane	9.82		
1_2187_gene	GW101-3H11_contig_1_2187	FIG138056: a glutathione-dependent thiol reductase	Unknown	2.00		
1_3314_gene	GW101-3H11_contig_1_3314	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	Cytoplasmic	9.97		
1_3265_gene	GW101-3H11_contig_1_3265	Protein DUF2149, predicted transporter component	Unknown	2.50		
1_3395_gene	GW101-3H11_contig_1_3395	Integrase	Cytoplasmic	8.96		
1_3162_gene	GW101-3H11_contig_1_3162	Integrase	Cytoplasmic	8.96		
1_3646_gene	GW101-3H11_contig_1_3646	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.52)	Cytoplasmic	9.26		
1_337_gene	GW101-3H11_contig_1_337	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.52)	Cytoplasmic	9.26		
1_4803_gene	GW101-3H11_contig_1_4803	Probable transmembrane protein	CytoplasmicMembrane	10.00		
1_2393_gene	GW101-3H11_contig_1_2393	Osmosensitive K+ channel histidine kinase KdpD	CytoplasmicMembrane	10.00		
1_596_gene	GW101-3H11_contig_1_596	Cobalt-zinc-cadmium resistance protein CzcA; Cation efflux system protein CusA	Unknown	2.50		
1_2784_gene	GW101-3H11_contig_1_2784	Cobalt-zinc-cadmium resistance protein CzcA; Cation efflux system protein CusA	Unknown	2.50		
1_2838_gene	GW101-3H11_contig_1_2838	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	Cytoplasmic	9.97		
1_575_gene	GW101-3H11_contig_1_575	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (EC 2.7.8.37)	CytoplasmicMembrane	9.82		
1_3744_gene	GW101-3H11_contig_1_3744	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	Cytoplasmic	9.26		
1_4430_gene	GW101-3H11_contig_1_4430	Helicase PriA essential for oriC/DnaA-independent DNA replication	CytoplasmicMembrane	9.82		
