feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_2203_gene	FW510-R12_contig_1_2203	UPF0070 protein YfgM	Unknown	2.00		
1_314_gene	FW510-R12_contig_1_314	ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)	Cytoplasmic	9.97		
1_2022_gene	FW510-R12_contig_1_2022	Putative 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase oxidoreductase protein (EC 1.2.1.60)	Cytoplasmic	9.97		
1_3301_gene	FW510-R12_contig_1_3301	Phospholipid ABC transporter permease protein MlaE	CytoplasmicMembrane	10.00		
1_1911_gene	FW510-R12_contig_1_1911	Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)	Periplasmic	9.76		
1_3490_gene	FW510-R12_contig_1_3490	Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)	CytoplasmicMembrane	9.97		
1_2327_gene	FW510-R12_contig_1_2327	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	Cytoplasmic	9.97		
1_656_gene	FW510-R12_contig_1_656	YhhN-like	CytoplasmicMembrane	10.00		
1_2510_gene	FW510-R12_contig_1_2510	Aldehyde dehydrogenase B (EC 1.2.1.22)	Cytoplasmic	9.26		
1_1875_gene	FW510-R12_contig_1_1875	FIG01111551: hypothetical protein	Unknown	2.50		
1_995_gene	FW510-R12_contig_1_995	Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)	CytoplasmicMembrane	9.82		
1_1296_gene	FW510-R12_contig_1_1296	G/U mismatch-specific uracil DNA glycosylase (EC 3.2.2.28)	Unknown	2.50		
1_683_gene	FW510-R12_contig_1_683	tRNA pseudouridine(65) synthase (EC 5.4.99.26)	Cytoplasmic	9.97		
1_127_gene	FW510-R12_contig_1_127	Carboxylesterase PA3859	Unknown	2.00		
1_3518_gene	FW510-R12_contig_1_3518	Orotate phosphoribosyltransferase (EC 2.4.2.10)	Cytoplasmic	9.26		
1_1211_gene	FW510-R12_contig_1_1211	DNA polymerase I (EC 2.7.7.7)	Cytoplasmic	9.97		
1_316_gene	FW510-R12_contig_1_316	DNA polymerase I (EC 2.7.7.7)	Cytoplasmic	9.97		
1_2390_gene	FW510-R12_contig_1_2390	Sulfate transport system permease protein CysT	CytoplasmicMembrane	10.00		
1_1112_gene	FW510-R12_contig_1_1112	DNA-binding protein H-NS	Unknown	2.00		
1_638_gene	FW510-R12_contig_1_638	Putative diheme cytochrome c-553	CytoplasmicMembrane	9.82		
1_1295_gene	FW510-R12_contig_1_1295	Putative diheme cytochrome c-553	CytoplasmicMembrane	9.97		
1_2840_gene	FW510-R12_contig_1_2840	Cytochrome b561	CytoplasmicMembrane	10.00		
1_2851_gene	FW510-R12_contig_1_2851	Cytochrome b561	CytoplasmicMembrane	10.00		
1_3317_gene	FW510-R12_contig_1_3317	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	CytoplasmicMembrane	10.00		
1_2253_gene	FW510-R12_contig_1_2253	tmRNA-binding protein SmpB	Cytoplasmic	8.96		
1_2588_gene	FW510-R12_contig_1_2588	M. jannaschii predicted coding region MJ1233	Unknown	2.00		
1_1144_gene	FW510-R12_contig_1_1144	twitching motility protein PilG	Cytoplasmic	9.97		
1_1597_gene	FW510-R12_contig_1_1597	Copper/silver efflux RND transporter, transmembrane protein CusA	CytoplasmicMembrane	10.00		
2_84_gene	FW510-R12_contig_2_84	Copper/silver efflux RND transporter, transmembrane protein CusA	CytoplasmicMembrane	10.00		
1_2147_gene	FW510-R12_contig_1_2147	Copper/silver efflux RND transporter, transmembrane protein CusA	CytoplasmicMembrane	10.00		
1_2646_gene	FW510-R12_contig_1_2646	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Extracellular	9.65		
1_3357_gene	FW510-R12_contig_1_3357	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Cytoplasmic	9.26		
1_2856_gene	FW510-R12_contig_1_2856	Invasion gene expression up-regulator, SirB	CytoplasmicMembrane	10.00		
1_3237_gene	FW510-R12_contig_1_3237	S-adenosylmethionine synthetase (EC 2.5.1.6)	Cytoplasmic	9.97		
1_2991_gene	FW510-R12_contig_1_2991	Glutathione hydrolase (EC 3.4.19.13); Gamma-glutamyltranspeptidase (EC 2.3.2.2)	Periplasmic	9.76		
1_3402_gene	FW510-R12_contig_1_3402	Periplasmic protein p19 involved in high-affinity Fe2+ transport	Unknown	2.50		
1_2049_gene	FW510-R12_contig_1_2049	FIG01219427: hypothetical protein	Cytoplasmic	8.96		
1_2128_gene	FW510-R12_contig_1_2128	FIG01219427: hypothetical protein	Cytoplasmic	8.96		
1_443_gene	FW510-R12_contig_1_443	FIG017861: hypothetical protein	CytoplasmicMembrane	10.00		
1_2807_gene	FW510-R12_contig_1_2807	FAD:protein FMN transferase (EC 2.7.1.180); FAD:protein FMN transferase NosX (EC 2.7.1.180)	Unknown	2.00		
1_1175_gene	FW510-R12_contig_1_1175	Beta-propeller domains of methanol dehydrogenase type	CytoplasmicMembrane	10.00		
1_1697_gene	FW510-R12_contig_1_1697	FIG003003: hypothetical protein	Cytoplasmic	9.97		
2_185_gene	FW510-R12_contig_2_185	FIG003003: hypothetical protein	Cytoplasmic	9.97		
1_2408_gene	FW510-R12_contig_1_2408	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	Cytoplasmic	9.26		
1_2384_gene	FW510-R12_contig_1_2384	ATP-dependent Clp protease ATP-binding subunit ClpX	Cytoplasmic	9.97		
1_1934_gene	FW510-R12_contig_1_1934	regulatory protein	Cytoplasmic	8.96		
1_3129_gene	FW510-R12_contig_1_3129	Metallopeptidase	Unknown	6.49	(This protein may have multiple localization sites.)	
1_1407_gene	FW510-R12_contig_1_1407	Metallopeptidase	Unknown	6.49	(This protein may have multiple localization sites.)	
1_1368_gene	FW510-R12_contig_1_1368	Metallopeptidase	Unknown	6.49	(This protein may have multiple localization sites.)	
1_325_gene	FW510-R12_contig_1_325	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	Unknown	4.90	(This protein may have multiple localization sites.)	
1_1827_gene	FW510-R12_contig_1_1827	Transcriptional regulator, GntR family	Cytoplasmic	8.96		
1_3470_gene	FW510-R12_contig_1_3470	Transcriptional regulator, GntR family	Cytoplasmic	9.97		
1_25_gene	FW510-R12_contig_1_25	Transcriptional regulator, GntR family	Unknown	2.00		
1_1156_gene	FW510-R12_contig_1_1156	ADP compounds hydrolase NudE	Cytoplasmic	9.97		
1_2014_gene	FW510-R12_contig_1_2014	ADP compounds hydrolase NudE	Cytoplasmic	9.97		
1_2380_gene	FW510-R12_contig_1_2380	Membrane-bound lytic murein transglycosylase D	Unknown	2.50		
1_3174_gene	FW510-R12_contig_1_3174	Cytosol aminopeptidase PepA (EC 3.4.11.1)	Cytoplasmic	9.26		
1_1565_gene	FW510-R12_contig_1_1565	Butyryl-CoA dehydrogenase (EC 1.3.8.1)	Cytoplasmic	9.26		
1_679_gene	FW510-R12_contig_1_679	Malate synthase (EC 2.3.3.9)	Cytoplasmic	9.97		
1_2476_gene	FW510-R12_contig_1_2476	Succinate dehydrogenase cytochrome b-556 subunit	CytoplasmicMembrane	10.00		
1_3393_gene	FW510-R12_contig_1_3393	Succinate dehydrogenase cytochrome b-556 subunit	CytoplasmicMembrane	10.00		
1_1347_gene	FW510-R12_contig_1_1347	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Cytoplasmic	9.97		
1_1641_gene	FW510-R12_contig_1_1641	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Cytoplasmic	9.26		
1_1005_gene	FW510-R12_contig_1_1005	Transcriptional regulator, LacI family	CytoplasmicMembrane	8.46		
1_487_gene	FW510-R12_contig_1_487	Transcriptional regulator, LacI family	Cytoplasmic	9.97		
1_1901_gene	FW510-R12_contig_1_1901	Transcriptional regulator, LacI family	Cytoplasmic	9.26		
1_1952_gene	FW510-R12_contig_1_1952	ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD	Cytoplasmic	9.26		
1_987_gene	FW510-R12_contig_1_987	ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD	Cytoplasmic	9.97		
1_839_gene	FW510-R12_contig_1_839	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	Cytoplasmic	9.97		
1_2315_gene	FW510-R12_contig_1_2315	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)	Cytoplasmic	9.26		
1_2446_gene	FW510-R12_contig_1_2446	GTP cyclohydrolase III (methanopterin)	Unknown	2.00		
1_3342_gene	FW510-R12_contig_1_3342	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Cytoplasmic	9.97		
1_2005_gene	FW510-R12_contig_1_2005	Peptide chain release factor 3	Cytoplasmic	9.97		
1_928_gene	FW510-R12_contig_1_928	Peptide chain release factor 3	Cytoplasmic	9.97		
1_3041_gene	FW510-R12_contig_1_3041	putative alpha-dextrin endo-1, 6-alpha-glucosidase	CytoplasmicMembrane	9.86		
1_616_gene	FW510-R12_contig_1_616	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	CytoplasmicMembrane	10.00		
1_2871_gene	FW510-R12_contig_1_2871	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	CytoplasmicMembrane	9.82		
1_1235_gene	FW510-R12_contig_1_1235	Aldehyde dehydrogenase (EC 1.2.1.3)	Cytoplasmic	9.26		
1_253_gene	FW510-R12_contig_1_253	Aldehyde dehydrogenase (EC 1.2.1.3)	Cytoplasmic	9.97		
1_76_gene	FW510-R12_contig_1_76	Aldehyde dehydrogenase (EC 1.2.1.3)	Cytoplasmic	9.97		
1_943_gene	FW510-R12_contig_1_943	Cystathionine gamma-synthase (EC 2.5.1.48)	Cytoplasmic	9.97		
1_1419_gene	FW510-R12_contig_1_1419	Leucyl-tRNA synthetase (EC 6.1.1.4)	Cytoplasmic	9.97		
1_2055_gene	FW510-R12_contig_1_2055	Tetrapartite efflux system, outer membrane factor lipoprotein FusA-like	OuterMembrane	9.93		
1_2598_gene	FW510-R12_contig_1_2598	EriC-type chloride/proton exchange protein	CytoplasmicMembrane	10.00		
1_167_gene	FW510-R12_contig_1_167	N-acetylglucosamine-regulated TonB-dependent outer membrane receptor	OuterMembrane	9.52		
1_3161_gene	FW510-R12_contig_1_3161	FIG01210409: hypothetical protein	CytoplasmicMembrane	9.82		
1_3208_gene	FW510-R12_contig_1_3208	16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198)	CytoplasmicMembrane	9.27		
1_3508_gene	FW510-R12_contig_1_3508	Rod shape-determining protein MreC	Unknown	2.00		
1_2984_gene	FW510-R12_contig_1_2984	Methyl-accepting chemotaxis protein	OuterMembrane	9.92		
1_419_gene	FW510-R12_contig_1_419	Protein gp47, recombination-related [Bacteriophage A118]	Unknown	2.00		
1_1670_gene	FW510-R12_contig_1_1670	Histidinol dehydrogenase (EC 1.1.1.23)	Cytoplasmic	9.97		
1_308_gene	FW510-R12_contig_1_308	Histone acetyltransferase HPA2 and related acetyltransferases	Unknown	2.00		
1_1369_gene	FW510-R12_contig_1_1369	Histone acetyltransferase HPA2 and related acetyltransferases	Cytoplasmic	8.96		
1_862_gene	FW510-R12_contig_1_862	Outer membrane protein	Unknown	2.50		
1_1869_gene	FW510-R12_contig_1_1869	Outer membrane protein	OuterMembrane	10.00		
1_3329_gene	FW510-R12_contig_1_3329	2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase, coq7 type	Cytoplasmic	8.96		
1_2704_gene	FW510-R12_contig_1_2704	Glutamyl-Q tRNA(Asp) synthetase	Cytoplasmic	9.97		
1_390_gene	FW510-R12_contig_1_390	Bacterioferritin-associated ferredoxin	Unknown	2.00		
1_3173_gene	FW510-R12_contig_1_3173	Lipopolysaccharide export system permease protein LptF	CytoplasmicMembrane	10.00		
1_1815_gene	FW510-R12_contig_1_1815	Cysteine synthase (EC 2.5.1.47)	Cytoplasmic	9.97		
1_2415_gene	FW510-R12_contig_1_2415	Cysteine synthase (EC 2.5.1.47)	Cytoplasmic	9.97		
1_941_gene	FW510-R12_contig_1_941	Cysteine synthase (EC 2.5.1.47)	Cytoplasmic	9.26		
1_1348_gene	FW510-R12_contig_1_1348	D-2-hydroxyglutarate dehydrogenase (EC 1.1.99.2)	Cytoplasmic	9.97		
1_2259_gene	FW510-R12_contig_1_2259	Ribonuclease E (EC 3.1.26.12)	Cytoplasmic	9.26		
1_1124_gene	FW510-R12_contig_1_1124	Shikimate kinase I (EC 2.7.1.71)	Cytoplasmic	9.97		
1_1325_gene	FW510-R12_contig_1_1325	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	CytoplasmicMembrane	10.00		
1_1863_gene	FW510-R12_contig_1_1863	Alkyl hydroperoxide reductase protein C (EC 1.11.1.15)	Cytoplasmic	9.97		
1_2350_gene	FW510-R12_contig_1_2350	23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)	Cytoplasmic	9.97		
1_3488_gene	FW510-R12_contig_1_3488	Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	Cytoplasmic	9.97		
1_1357_gene	FW510-R12_contig_1_1357	Protein translocase subunit SecD	CytoplasmicMembrane	10.00		
1_1986_gene	FW510-R12_contig_1_1986	Probable low-affinity inorganic phosphate transporter	CytoplasmicMembrane	10.00		
1_3069_gene	FW510-R12_contig_1_3069	Probable low-affinity inorganic phosphate transporter	CytoplasmicMembrane	10.00		
1_2292_gene	FW510-R12_contig_1_2292	Aspartate racemase (EC 5.1.1.13)	Cytoplasmic	8.96		
1_2493_gene	FW510-R12_contig_1_2493	ABC transporter involved in cytochrome c biogenesis, CcmB subunit	CytoplasmicMembrane	10.00		
1_2521_gene	FW510-R12_contig_1_2521	FIG01209899: hypothetical protein	Cytoplasmic	9.97		
1_1181_gene	FW510-R12_contig_1_1181	Dephospho-CoA kinase (EC 2.7.1.24)	Cytoplasmic	9.97		
1_1171_gene	FW510-R12_contig_1_1171	Sensor histidine kinase PrrB (RegB) (EC 2.7.3.-)	CytoplasmicMembrane	10.00		
1_849_gene	FW510-R12_contig_1_849	Uncharacterized amino acid permease, GabP family	CytoplasmicMembrane	10.00		
1_3140_gene	FW510-R12_contig_1_3140	Uncharacterized amino acid permease, GabP family	CytoplasmicMembrane	10.00		
1_659_gene	FW510-R12_contig_1_659	Uncharacterized amino acid permease, GabP family	CytoplasmicMembrane	10.00		
1_1683_gene	FW510-R12_contig_1_1683	Uncharacterized amino acid permease, GabP family	CytoplasmicMembrane	10.00		
1_2869_gene	FW510-R12_contig_1_2869	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	CytoplasmicMembrane	10.00		
2_172_gene	FW510-R12_contig_2_172	putative DNA methyltransferase	Cytoplasmic	8.96		
1_1280_gene	FW510-R12_contig_1_1280	LSU ribosomal protein L18p (L5e)	Cytoplasmic	9.26		
1_3205_gene	FW510-R12_contig_1_3205	Cell division protein FtsL	Unknown	2.50		
1_1440_gene	FW510-R12_contig_1_1440	YpfJ protein, zinc metalloprotease superfamily	Unknown	2.00		
1_2313_gene	FW510-R12_contig_1_2313	Thioredoxin reductase (EC 1.8.1.9)	Unknown	4.99	(This protein may have multiple localization sites.)	
1_2806_gene	FW510-R12_contig_1_2806	Thioredoxin reductase (EC 1.8.1.9)	Cytoplasmic	9.97		
1_2565_gene	FW510-R12_contig_1_2565	Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)	CytoplasmicMembrane	10.00		
1_1655_gene	FW510-R12_contig_1_1655	Efflux transport system, outer membrane factor (OMF) lipoprotein	OuterMembrane	10.00		
2_103_gene	FW510-R12_contig_2_103	Efflux transport system, outer membrane factor (OMF) lipoprotein	OuterMembrane	9.92		
1_269_gene	FW510-R12_contig_1_269	Sodium/bile acid symporter family	CytoplasmicMembrane	10.00		
1_580_gene	FW510-R12_contig_1_580	Putative two-domain glycosyltransferase	CytoplasmicMembrane	7.88		
1_302_gene	FW510-R12_contig_1_302	YihE protein, required for LPS synthesis	Cytoplasmic	9.97		
1_2607_gene	FW510-R12_contig_1_2607	FecA-like outer membrane receptor in lasso peptide gene cluster	OuterMembrane	10.00		
1_3475_gene	FW510-R12_contig_1_3475	FecA-like outer membrane receptor in lasso peptide gene cluster	OuterMembrane	10.00		
1_45_gene	FW510-R12_contig_1_45	Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase	Cytoplasmic	8.96		
1_746_gene	FW510-R12_contig_1_746	Cell-division-associated, ABC-transporter-like signaling protein FtsE	CytoplasmicMembrane	10.00		
1_2354_gene	FW510-R12_contig_1_2354	Multi-sensor signal transduction histidine kinase	CytoplasmicMembrane	9.82		
1_1056_gene	FW510-R12_contig_1_1056	RDD domain containing protein	CytoplasmicMembrane	10.00		
1_591_gene	FW510-R12_contig_1_591	FIGfam138462: Acyl-CoA synthetase, AMP-(fatty) acid ligase	Unknown	4.90	(This protein may have multiple localization sites.)	
1_3464_gene	FW510-R12_contig_1_3464	Thiopurine S-methyltransferase (EC 2.1.1.67)	Cytoplasmic	9.97		
1_2279_gene	FW510-R12_contig_1_2279	Na+/H+ antiporter	CytoplasmicMembrane	10.00		
1_2548_gene	FW510-R12_contig_1_2548	Na+/H+ antiporter	CytoplasmicMembrane	10.00		
1_575_gene	FW510-R12_contig_1_575	Uncharacterized integral membrane, glycosyltransferase	CytoplasmicMembrane	10.00		
1_1384_gene	FW510-R12_contig_1_1384	Uncharacterized integral membrane, glycosyltransferase	CytoplasmicMembrane	10.00		
1_1251_gene	FW510-R12_contig_1_1251	Protein translocase subunit SecE	CytoplasmicMembrane	10.00		
1_1402_gene	FW510-R12_contig_1_1402	Pyridoxal phosphate-containing protein YggS	Cytoplasmic	9.97		
1_3277_gene	FW510-R12_contig_1_3277	Aerotolerance protein BatC; Aerotolerance protein BatB	CytoplasmicMembrane	10.00		
1_2836_gene	FW510-R12_contig_1_2836	conserved hypothetical protein 730	Cytoplasmic	9.97		
1_1131_gene	FW510-R12_contig_1_1131	ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)	Unknown	5.41	(This protein may have multiple localization sites.)	
1_2632_gene	FW510-R12_contig_1_2632	LSU ribosomal protein L27p	Cytoplasmic	9.26		
1_1248_gene	FW510-R12_contig_1_1248	Serine phosphatase RsbU, regulator of sigma subunit	Cytoplasmic	8.96		
1_2370_gene	FW510-R12_contig_1_2370	FKBP-type peptidyl-prolyl cis-trans isomerase FklB (EC 5.2.1.8)	OuterMembrane	9.93		
1_2412_gene	FW510-R12_contig_1_2412	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	Cytoplasmic	9.97		
1_1526_gene	FW510-R12_contig_1_1526	SSU ribosomal protein S20p	Cytoplasmic	9.26		
1_2633_gene	FW510-R12_contig_1_2633	LSU ribosomal protein L21p	Cytoplasmic	9.26		
1_2636_gene	FW510-R12_contig_1_2636	Thioesterase superfamily	Cytoplasmic	9.26		
1_837_gene	FW510-R12_contig_1_837	ATPase component of general energizing module of ECF transporters	Cytoplasmic	9.12		
1_2161_gene	FW510-R12_contig_1_2161	MutS domain protein, family 5	Cytoplasmic	9.97		
1_909_gene	FW510-R12_contig_1_909	Oxidoreductase, GMC family	CytoplasmicMembrane	7.88		
1_132_gene	FW510-R12_contig_1_132	GTP cyclohydrolase I (EC 3.5.4.16) type 1	Cytoplasmic	9.97		
1_293_gene	FW510-R12_contig_1_293	GTP cyclohydrolase I (EC 3.5.4.16) type 1	Cytoplasmic	9.97		
1_1645_gene	FW510-R12_contig_1_1645	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	Unknown	2.00		
1_1523_gene	FW510-R12_contig_1_1523	Ferrous iron transporter-associated protein FeoA	Unknown	2.00		
1_455_gene	FW510-R12_contig_1_455	Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)	Cytoplasmic	9.97		
1_2206_gene	FW510-R12_contig_1_2206	tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192); 23S rRNA (adenine(2503)-C(2))-methyltransferase	Cytoplasmic	9.97		
1_1186_gene	FW510-R12_contig_1_1186	FIG01213006: toxin	Unknown	2.00		
1_3186_gene	FW510-R12_contig_1_3186	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	Cytoplasmic	9.26		
1_3281_gene	FW510-R12_contig_1_3281	MoxR-like ATPase in aerotolerance operon	Cytoplasmic	9.97		
1_704_gene	FW510-R12_contig_1_704	Diguanylate cyclase, GGDEF domain; c-di-GMP-specific phosphodiesterase class I; Signal receiver domain, OmpR family	CytoplasmicMembrane	10.00		
1_1736_gene	FW510-R12_contig_1_1736	3-deoxy-D-manno-octulosonic acid kinase (EC 2.7.1.166)	CytoplasmicMembrane	9.82		
1_3233_gene	FW510-R12_contig_1_3233	Hydantoin racemase (EC 5.1.99.5)	Cytoplasmic	8.96		
1_155_gene	FW510-R12_contig_1_155	Protein of unknown function DUF302	Unknown	2.00		
1_492_gene	FW510-R12_contig_1_492	Chromosome (plasmid) partitioning protein ParA	CytoplasmicMembrane	7.88		
1_1879_gene	FW510-R12_contig_1_1879	Ribosome LSU-associated GTP-binding protein HflX	Cytoplasmic	8.96		
1_2413_gene	FW510-R12_contig_1_2413	CTP synthase (EC 6.3.4.2)	Cytoplasmic	9.97		
1_265_gene	FW510-R12_contig_1_265	Heme O synthase, protoheme IX farnesyltransferase, COX10-CtaB	CytoplasmicMembrane	10.00		
1_62_gene	FW510-R12_contig_1_62	Nitrogen regulatory protein P-II	CytoplasmicMembrane	7.88		
1_2863_gene	FW510-R12_contig_1_2863	Molybdenum ABC transporter permease protein ModB	CytoplasmicMembrane	10.00		
1_1835_gene	FW510-R12_contig_1_1835	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)	Cytoplasmic	9.97		
1_1870_gene	FW510-R12_contig_1_1870	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)	Cytoplasmic	9.26		
1_3156_gene	FW510-R12_contig_1_3156	Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8)	Cytoplasmic	9.26		
1_619_gene	FW510-R12_contig_1_619	Acetolactate synthase small subunit (EC 2.2.1.6)	Cytoplasmic	9.26		
1_1153_gene	FW510-R12_contig_1_1153	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	Cytoplasmic	9.97		
1_1328_gene	FW510-R12_contig_1_1328	Uridylate kinase (EC 2.7.4.22)	Cytoplasmic	9.97		
1_2064_gene	FW510-R12_contig_1_2064	UspA domain-containing protein	Unknown	2.00		
1_2571_gene	FW510-R12_contig_1_2571	Tetrapartite efflux system, inner membrane component FusBC-like	CytoplasmicMembrane	10.00		
1_2058_gene	FW510-R12_contig_1_2058	Tetrapartite efflux system, inner membrane component FusBC-like	CytoplasmicMembrane	10.00		
1_3284_gene	FW510-R12_contig_1_3284	Type IV pilus biogenesis protein PilO	CytoplasmicMembrane	9.82		
1_630_gene	FW510-R12_contig_1_630	N-acetylglucosamine related transporter, NagX	CytoplasmicMembrane	10.00		
1_169_gene	FW510-R12_contig_1_169	N-acetylglucosamine related transporter, NagX	CytoplasmicMembrane	10.00		
1_91_gene	FW510-R12_contig_1_91	FIG01210424: hypothetical protein	Cytoplasmic	8.96		
1_691_gene	FW510-R12_contig_1_691	Tetrapartite efflux system, inner membrane component FusBC-like => FusBC of FusABCDE system	CytoplasmicMembrane	10.00		
1_3131_gene	FW510-R12_contig_1_3131	Prevent host death protein, Phd antitoxin	Unknown	2.00		
1_3397_gene	FW510-R12_contig_1_3397	Tryptophan 2,3-dioxygenase (EC 1.13.11.11)	Cytoplasmic	9.97		
1_723_gene	FW510-R12_contig_1_723	Nitroreductase family protein	Unknown	2.00		
1_1244_gene	FW510-R12_contig_1_1244	LSU ribosomal protein L25p	Cytoplasmic	9.97		
1_1304_gene	FW510-R12_contig_1_1304	UPF0307 protein YjgA	Cytoplasmic	9.97		
1_1085_gene	FW510-R12_contig_1_1085	Transcription termination protein NusB	Cytoplasmic	8.96		
1_2964_gene	FW510-R12_contig_1_2964	Flagellar M-ring protein FliF	Unknown	4.96	(This protein may have multiple localization sites.)	
1_2895_gene	FW510-R12_contig_1_2895	Copper-containing nitrite reductase (EC 1.7.2.1)	Periplasmic	9.76		
1_3383_gene	FW510-R12_contig_1_3383	Copper-containing nitrite reductase (EC 1.7.2.1)	Periplasmic	9.76		
1_2853_gene	FW510-R12_contig_1_2853	Acetyl-CoA synthetase (ADP-forming) alpha and beta chains, putative	Cytoplasmic	9.97		
1_722_gene	FW510-R12_contig_1_722	FIG00443514: hypothetical protein	Cytoplasmic	8.96		
1_1089_gene	FW510-R12_contig_1_1089	Nucleoside-diphosphate-sugar epimerases	Unknown	4.90	(This protein may have multiple localization sites.)	
1_1125_gene	FW510-R12_contig_1_1125	Nucleoside-diphosphate-sugar epimerases	Cytoplasmic	8.96		
1_1944_gene	FW510-R12_contig_1_1944	Chromosome partition protein smc	Cytoplasmic	9.94		
1_2272_gene	FW510-R12_contig_1_2272	L-Proline/Glycine betaine transporter ProP	CytoplasmicMembrane	10.00		
1_2427_gene	FW510-R12_contig_1_2427	NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase)	Cytoplasmic	8.96		
1_3318_gene	FW510-R12_contig_1_3318	Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)	Unknown	2.00		
1_2988_gene	FW510-R12_contig_1_2988	Predicted signal transduction protein	Cytoplasmic	8.96		
1_3198_gene	FW510-R12_contig_1_3198	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	Cytoplasmic	9.97		
1_166_gene	FW510-R12_contig_1_166	predicted N-acetylglucosamine kinase, glucokinase-like (EC 2.7.1.59)	Cytoplasmic	9.97		
1_2985_gene	FW510-R12_contig_1_2985	Flagellar basal-body P-ring formation protein FlgA	Unknown	2.50		
1_2306_gene	FW510-R12_contig_1_2306	Hydrogenase-4 component E	CytoplasmicMembrane	10.00		
1_81_gene	FW510-R12_contig_1_81	Peptidase M20D, amidohydrolase	Cytoplasmic	8.96		
1_235_gene	FW510-R12_contig_1_235	Periplasmic thiol:disulfide interchange protein DsbA	Periplasmic	9.76		
1_236_gene	FW510-R12_contig_1_236	Periplasmic thiol:disulfide interchange protein DsbA	Periplasmic	9.76		
1_1245_gene	FW510-R12_contig_1_1245	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	Cytoplasmic	9.26		
1_1364_gene	FW510-R12_contig_1_1364	Iron-sulfur cluster assembly protein SufD	Unknown	2.00		
1_2359_gene	FW510-R12_contig_1_2359	Signal peptidase I (EC 3.4.21.89)	CytoplasmicMembrane	10.00		
1_2772_gene	FW510-R12_contig_1_2772	Septum site-determining protein MinC	Cytoplasmic	9.97		
1_2251_gene	FW510-R12_contig_1_2251	UPF0125 protein RatB	Unknown	2.50		
1_574_gene	FW510-R12_contig_1_574	FOG: TPR repeat	Unknown	2.00		
1_641_gene	FW510-R12_contig_1_641	3-dehydroquinate synthase (EC 4.2.3.4)	Cytoplasmic	9.97		
1_1123_gene	FW510-R12_contig_1_1123	3-dehydroquinate synthase (EC 4.2.3.4)	Cytoplasmic	9.97		
1_2865_gene	FW510-R12_contig_1_2865	C4-dicarboxylate transporter/malic acid transport protein	CytoplasmicMembrane	10.00		
1_1410_gene	FW510-R12_contig_1_1410	C4-dicarboxylate transporter/malic acid transport protein	CytoplasmicMembrane	10.00		
1_29_gene	FW510-R12_contig_1_29	ThiJ/PfpI domain protein	Unknown	2.00		
