,gene,enzyme KO,superpathway,pathway,subpathway,enzyme,superpathway KO,pathway KO,subpathway KO,3H11-T42,3H11-T53,SynCom-T42,SynCom-T53,SynCom-T71,SynCom-T95
2983,GW101-3H11_contig_1_1801,K03719,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory",ko09180,ko09182,ko03000,-0.3012222395786695,2.13516009233366,-0.7751082373471492,-0.042892993418307004,-0.16762999104578505,-0.8483066309437458
2984,GW101-3H11_contig_1_1801,K03719,Brite Hierarchies,Protein families: genetic information processing,Chromosome and associated proteins,"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory",ko09180,ko09182,ko03036,-0.3012222395786695,2.13516009233366,-0.7751082373471492,-0.042892993418307004,-0.16762999104578505,-0.8483066309437458
3038,GW101-3H11_contig_1_1834,K01915,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,"glnA, GLUL; glutamine synthetase",ko09100,ko09101,ko00630,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3039,GW101-3H11_contig_1_1834,K01915,Metabolism,Energy metabolism,Nitrogen metabolism,"glnA, GLUL; glutamine synthetase",ko09100,ko09102,ko00910,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3040,GW101-3H11_contig_1_1834,K01915,Metabolism,Amino acid metabolism,"Alanine, aspartate and glutamate metabolism","glnA, GLUL; glutamine synthetase",ko09100,ko09105,ko00250,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3041,GW101-3H11_contig_1_1834,K01915,Metabolism,Amino acid metabolism,Arginine biosynthesis,"glnA, GLUL; glutamine synthetase",ko09100,ko09105,ko00220,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3042,GW101-3H11_contig_1_1834,K01915,Environmental Information Processing,Signal transduction,Two-component system,"glnA, GLUL; glutamine synthetase",ko09130,ko09132,ko02020,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3043,GW101-3H11_contig_1_1834,K01915,Cellular Processes,Cell growth and death,Necroptosis,"glnA, GLUL; glutamine synthetase",ko09140,ko09143,ko04217,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3044,GW101-3H11_contig_1_1834,K01915,Organismal Systems,Nervous system,Glutamatergic synapse,"glnA, GLUL; glutamine synthetase",ko09150,ko09156,ko04724,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3045,GW101-3H11_contig_1_1834,K01915,Organismal Systems,Nervous system,GABAergic synapse,"glnA, GLUL; glutamine synthetase",ko09150,ko09156,ko04727,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3046,GW101-3H11_contig_1_1834,K01915,Brite Hierarchies,Protein families: signaling and cellular processes,Exosome,"glnA, GLUL; glutamine synthetase",ko09180,ko09183,ko04147,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3047,GW101-3H11_contig_1_1834,K20712,Metabolism,Xenobiotics biodegradation and metabolism,Aminobenzoate degradation,glnA; 3-(hydroxyamino)phenol mutase,ko09100,ko09111,ko00627,-0.11491140358492598,-1.9743060854127579,1.3833165297534746,0.18587923200319123,0.20717223358700546,0.31284949365401427
3061,GW101-3H11_contig_1_1841,K00560,Metabolism,Nucleotide metabolism,Pyrimidine metabolism,"thyA, TYMS; thymidylate synthase",ko09100,ko09104,ko00240,-0.08491193394152506,-2.0229278739795156,0.32657391181882606,-0.01901715001345617,0.6060062776264404,1.194276768489234
3062,GW101-3H11_contig_1_1841,K00560,Metabolism,Metabolism of cofactors and vitamins,One carbon pool by folate,"thyA, TYMS; thymidylate synthase",ko09100,ko09108,ko00670,-0.08491193394152506,-2.0229278739795156,0.32657391181882606,-0.01901715001345617,0.6060062776264404,1.194276768489234
3063,GW101-3H11_contig_1_1841,K00560,Human Diseases,Drug resistance: antineoplastic,Antifolate resistance,"thyA, TYMS; thymidylate synthase",ko09160,ko09176,ko01523,-0.08491193394152506,-2.0229278739795156,0.32657391181882606,-0.01901715001345617,0.6060062776264404,1.194276768489234
3098,GW101-3H11_contig_1_1867,K07738,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,nrdR; transcriptional repressor,ko09180,ko09182,ko03000,-1.0924616152456856,-0.9493680575199406,1.3042518113049448,0.5596788710004907,-0.8793197491527955,1.0572187396129786
3099,GW101-3H11_contig_1_1868,K00600,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,"glyA, SHMT; glycine hydroxymethyltransferase",ko09100,ko09101,ko00630,-1.0569675883366243,-1.4812633974737874,0.6940031587270267,0.7870158074110508,-0.1886092199946282,1.245821239666964
3100,GW101-3H11_contig_1_1868,K00600,Metabolism,Energy metabolism,Methane metabolism,"glyA, SHMT; glycine hydroxymethyltransferase",ko09100,ko09102,ko00680,-1.0569675883366243,-1.4812633974737874,0.6940031587270267,0.7870158074110508,-0.1886092199946282,1.245821239666964
3101,GW101-3H11_contig_1_1868,K00600,Metabolism,Amino acid metabolism,"Glycine, serine and threonine metabolism","glyA, SHMT; glycine hydroxymethyltransferase",ko09100,ko09105,ko00260,-1.0569675883366243,-1.4812633974737874,0.6940031587270267,0.7870158074110508,-0.1886092199946282,1.245821239666964
3102,GW101-3H11_contig_1_1868,K00600,Metabolism,Metabolism of other amino acids,Cyanoamino acid metabolism,"glyA, SHMT; glycine hydroxymethyltransferase",ko09100,ko09106,ko00460,-1.0569675883366243,-1.4812633974737874,0.6940031587270267,0.7870158074110508,-0.1886092199946282,1.245821239666964
3103,GW101-3H11_contig_1_1868,K00600,Metabolism,Metabolism of cofactors and vitamins,One carbon pool by folate,"glyA, SHMT; glycine hydroxymethyltransferase",ko09100,ko09108,ko00670,-1.0569675883366243,-1.4812633974737874,0.6940031587270267,0.7870158074110508,-0.1886092199946282,1.245821239666964
3104,GW101-3H11_contig_1_1868,K00600,Human Diseases,Drug resistance: antineoplastic,Antifolate resistance,"glyA, SHMT; glycine hydroxymethyltransferase",ko09160,ko09176,ko01523,-1.0569675883366243,-1.4812633974737874,0.6940031587270267,0.7870158074110508,-0.1886092199946282,1.245821239666964
3164,GW101-3H11_contig_1_1922,K06207,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,Signaling,"typA, bipA; GTP-binding",ko09190,ko09193,ko99995,0.5700406095229982,1.3977456265015797,0.883394468206259,-0.9817943837721347,-1.27362697461453,-0.5957593458441671
3185,GW101-3H11_contig_1_1927,K03154,Genetic Information Processing,"Folding, sorting and degradation",Sulfur relay system,thiS; sulfur carrier,ko09120,ko09123,ko04122,-0.27127034335778905,2.187908376364905,-0.8670994476444008,-0.36222189991939024,-0.2431569310002491,-0.44415975444307537
3186,GW101-3H11_contig_1_1927,K09801,Not Included in Pathway or Brite,Unclassified,Unclassified,K09801; uncharacterized,ko09190,ko09194,ko99997,-0.27127034335778905,2.187908376364905,-0.8670994476444008,-0.36222189991939024,-0.2431569310002491,-0.44415975444307537
3193,GW101-3H11_contig_1_1935,K00249,Metabolism,Lipid metabolism,Fatty acid degradation,"ACADM, acd; acyl-CoA dehydrogenase",ko09100,ko09103,ko00071,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3194,GW101-3H11_contig_1_1935,K00249,Metabolism,Amino acid metabolism,"Valine, leucine and isoleucine degradation","ACADM, acd; acyl-CoA dehydrogenase",ko09100,ko09105,ko00280,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3195,GW101-3H11_contig_1_1935,K00249,Organismal Systems,Endocrine system,PPAR signaling pathway,"ACADM, acd; acyl-CoA dehydrogenase",ko09150,ko09152,ko03320,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3196,GW101-3H11_contig_1_1935,K00249,Human Diseases,Endocrine and metabolic disease,Alcoholic liver disease,"ACADM, acd; acyl-CoA dehydrogenase",ko09160,ko09167,ko04936,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3197,GW101-3H11_contig_1_1935,K00294,Metabolism,Amino acid metabolism,"Alanine, aspartate and glutamate metabolism",E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase,ko09100,ko09105,ko00250,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3198,GW101-3H11_contig_1_1935,K00294,Metabolism,Amino acid metabolism,Arginine and proline metabolism,E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase,ko09100,ko09105,ko00330,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3199,GW101-3H11_contig_1_1935,K13821,Metabolism,Amino acid metabolism,"Alanine, aspartate and glutamate metabolism","putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2",ko09100,ko09105,ko00250,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3200,GW101-3H11_contig_1_1935,K13821,Metabolism,Amino acid metabolism,Arginine and proline metabolism,"putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2",ko09100,ko09105,ko00330,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3201,GW101-3H11_contig_1_1935,K13821,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,"putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2",ko09180,ko09182,ko03000,2.0097084942229864,0.4765700288327508,-0.7072972807293092,-0.9006194975957384,-0.3035192053652706,-0.5748425393654217
3212,GW101-3H11_contig_1_1946,K02192,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,,bfd; bacterioferritin-associated,ko09190,ko09193,ko99994,1.00641840139528,1.6220534562468725,-1.196149408722535,-0.08351231040248495,-0.6085549456778214,-0.7402551928393192
3213,GW101-3H11_contig_1_1947,K16422,Metabolism,Metabolism of terpenoids and polyketides,Biosynthesis of vancomycin group antibiotics,"hmo, nocN; 4-hydroxymandelate oxidase",ko09100,ko09109,ko01055,0.19399159195470062,2.117391058542852,-0.8462223881818792,-0.4464601597482846,-0.3598033805324415,-0.6588967220349348
3214,GW101-3H11_contig_1_1947,K16422,Metabolism,Biosynthesis of other secondary metabolites,Monobactam biosynthesis,"hmo, nocN; 4-hydroxymandelate oxidase",ko09100,ko09110,ko00261,0.19399159195470062,2.117391058542852,-0.8462223881818792,-0.4464601597482846,-0.3598033805324415,-0.6588967220349348
3215,GW101-3H11_contig_1_1947,K16422,Brite Hierarchies,Protein families: metabolism,Polyketide biosynthesis proteins,"hmo, nocN; 4-hydroxymandelate oxidase",ko09180,ko09181,ko01008,0.19399159195470062,2.117391058542852,-0.8462223881818792,-0.4464601597482846,-0.3598033805324415,-0.6588967220349348
3220,GW101-3H11_contig_1_1954,K01637,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,"E4.1.3.1, aceA; isocitrate lyase",ko09100,ko09101,ko00630,0.2100529382099159,-1.7952017136473881,-0.20943980485355626,-0.11940131684435146,0.30763826654407245,1.60635163059131
3454,GW101-3H11_contig_1_2185,K09913,Metabolism,Nucleotide metabolism,Purine metabolism,ppnP; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1,ko09100,ko09104,ko00230,0.44701507526514805,-2.05837474954169,0.4394164339484778,-0.2737989937196436,0.36922375177538413,1.0765184822723215
3455,GW101-3H11_contig_1_2185,K09913,Metabolism,Nucleotide metabolism,Pyrimidine metabolism,ppnP; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1,ko09100,ko09104,ko00240,0.44701507526514805,-2.05837474954169,0.4394164339484778,-0.2737989937196436,0.36922375177538413,1.0765184822723215
3480,GW101-3H11_contig_1_2194,K02012,Environmental Information Processing,Membrane transport,ABC transporters,"afuA, fbpA; iron(III) transport system substrate-binding",ko09130,ko09131,ko02010,1.75340626703045,0.7965027665062434,-0.5129242557158588,-0.02446547211175014,-1.0404866621675228,-0.9720326435415693
3481,GW101-3H11_contig_1_2194,K02012,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,"afuA, fbpA; iron(III) transport system substrate-binding",ko09180,ko09183,ko02000,1.75340626703045,0.7965027665062434,-0.5129242557158588,-0.02446547211175014,-1.0404866621675228,-0.9720326435415693
3496,GW101-3H11_contig_1_2209,K11688,Environmental Information Processing,Signal transduction,Two-component system,dctP; C4-dicarboxylate-binding protein,ko09130,ko09132,ko02020,-0.11376682167607163,-2.105424669467144,0.309942613816504,0.5930584682706631,1.0047093303166104,0.3114810787394437
3497,GW101-3H11_contig_1_2209,K11688,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,dctP; C4-dicarboxylate-binding protein,ko09180,ko09183,ko02000,-0.11376682167607163,-2.105424669467144,0.309942613816504,0.5930584682706631,1.0047093303166104,0.3114810787394437
3571,GW101-3H11_contig_1_2237,K02051,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,ABC.SN.S; NitT/TauT family transport system substrate-binding,ko09180,ko09183,ko02000,0.7358035142754743,-0.5775841210191065,0.3552859687132435,1.6175491740227734,-0.8293074509895242,-1.3017470850028594
3583,GW101-3H11_contig_1_2245,K02029,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,ABC.PA.P; polar amino acid transport system permease,ko09180,ko09183,ko02000,1.2104830476845827,-0.9375418379820765,0.4580812756979726,1.1890313464470716,-0.6527739771856851,-1.2672798546618653
3584,GW101-3H11_contig_1_2245,K17062,Environmental Information Processing,Membrane transport,ABC transporters,bgtB; arginine/lysine/histidine/glutamine transport system substrate-binding and permease,ko09130,ko09131,ko02010,1.2104830476845827,-0.9375418379820765,0.4580812756979726,1.1890313464470716,-0.6527739771856851,-1.2672798546618653
3585,GW101-3H11_contig_1_2245,K17062,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,bgtB; arginine/lysine/histidine/glutamine transport system substrate-binding and permease,ko09180,ko09183,ko02000,1.2104830476845827,-0.9375418379820765,0.4580812756979726,1.1890313464470716,-0.6527739771856851,-1.2672798546618653
3927,GW101-3H11_contig_1_2405,K01999,Environmental Information Processing,Membrane transport,ABC transporters,livK; branched-chain amino acid transport system substrate-binding,ko09130,ko09131,ko02010,0.17092880193101836,-2.2130579420139416,0.5703116434733835,0.6000201524061813,0.4986004715358952,0.3731968726674675
3928,GW101-3H11_contig_1_2405,K01999,Cellular Processes,Cellular community - prokaryotes,Quorum sensing,livK; branched-chain amino acid transport system substrate-binding,ko09140,ko09145,ko02024,0.17092880193101836,-2.2130579420139416,0.5703116434733835,0.6000201524061813,0.4986004715358952,0.3731968726674675
3929,GW101-3H11_contig_1_2405,K01999,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,livK; branched-chain amino acid transport system substrate-binding,ko09180,ko09183,ko02000,0.17092880193101836,-2.2130579420139416,0.5703116434733835,0.6000201524061813,0.4986004715358952,0.3731968726674675
3954,GW101-3H11_contig_1_2417,K03561,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,exbB; biopolymer transport protein,ko09180,ko09183,ko02000,0.5338003798991289,-2.017625266417128,0.7179951870665168,-0.3131882247231165,0.06595767361168609,1.0130602505629136
3955,GW101-3H11_contig_1_2417,K03562,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,tolQ; biopolymer transport protein,ko09180,ko09183,ko02000,0.5338003798991289,-2.017625266417128,0.7179951870665168,-0.3131882247231165,0.06595767361168609,1.0130602505629136
3958,GW101-3H11_contig_1_2419,K03601,Genetic Information Processing,Replication and repair,Mismatch repair,xseA; exodeoxyribonuclease VII large subunit,ko09120,ko09124,ko03430,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3959,GW101-3H11_contig_1_2419,K03601,Brite Hierarchies,Protein families: genetic information processing,DNA repair and recombination proteins,xseA; exodeoxyribonuclease VII large subunit,ko09180,ko09182,ko03400,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3960,GW101-3H11_contig_1_2419,K04564,Environmental Information Processing,Signal transduction,MAPK signaling pathway - fly,"SOD2; superoxide dismutase, Fe-Mn family",ko09130,ko09132,ko04013,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3961,GW101-3H11_contig_1_2419,K04564,Environmental Information Processing,Signal transduction,FoxO signaling pathway,"SOD2; superoxide dismutase, Fe-Mn family",ko09130,ko09132,ko04068,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3962,GW101-3H11_contig_1_2419,K04564,Cellular Processes,Transport and catabolism,Peroxisome,"SOD2; superoxide dismutase, Fe-Mn family",ko09140,ko09141,ko04146,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3963,GW101-3H11_contig_1_2419,K04564,Organismal Systems,Aging,Longevity regulating pathway,"SOD2; superoxide dismutase, Fe-Mn family",ko09150,ko09149,ko04211,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3964,GW101-3H11_contig_1_2419,K04564,Organismal Systems,Aging,Longevity regulating pathway - worm,"SOD2; superoxide dismutase, Fe-Mn family",ko09150,ko09149,ko04212,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3965,GW101-3H11_contig_1_2419,K04564,Organismal Systems,Aging,Longevity regulating pathway - multiple species,"SOD2; superoxide dismutase, Fe-Mn family",ko09150,ko09149,ko04213,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3966,GW101-3H11_contig_1_2419,K04564,Human Diseases,Cancer: overview,Chemical carcinogenesis - reactive oxygen species,"SOD2; superoxide dismutase, Fe-Mn family",ko09160,ko09161,ko05208,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3967,GW101-3H11_contig_1_2419,K04564,Human Diseases,Neurodegenerative disease,Huntington disease,"SOD2; superoxide dismutase, Fe-Mn family",ko09160,ko09164,ko05016,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
3968,GW101-3H11_contig_1_2419,K04564,Human Diseases,Cardiovascular disease,Lipid and atherosclerosis,"SOD2; superoxide dismutase, Fe-Mn family",ko09160,ko09166,ko05417,0.17861183876251238,-2.20758487993196,0.565784392702236,0.3742222194188795,0.40028089377255777,0.6886855352757751
4031,GW101-3H11_contig_1_2455,K00549,Metabolism,Amino acid metabolism,Cysteine and methionine metabolism,metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,ko09100,ko09105,ko00270,0.21341630588082222,1.2144636121782577,1.3339636006778943,-0.6062839696206205,-1.0096842885355872,-1.1458752605807656
4032,GW101-3H11_contig_1_2455,K00549,Metabolism,Metabolism of other amino acids,Selenocompound metabolism,metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,ko09100,ko09106,ko00450,0.21341630588082222,1.2144636121782577,1.3339636006778943,-0.6062839696206205,-1.0096842885355872,-1.1458752605807656
4045,GW101-3H11_contig_1_2479,K01681,Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle),"ACO, acnA; aconitate hydratase",ko09100,ko09101,ko00020,-0.2681777551962745,1.767477924579959,0.8498248048149286,-1.1426235913779663,-0.4475445356005228,-0.7589568472201218
4046,GW101-3H11_contig_1_2479,K01681,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,"ACO, acnA; aconitate hydratase",ko09100,ko09101,ko00630,-0.2681777551962745,1.767477924579959,0.8498248048149286,-1.1426235913779663,-0.4475445356005228,-0.7589568472201218
4047,GW101-3H11_contig_1_2479,K01681,Metabolism,Energy metabolism,Carbon fixation pathways in prokaryotes,"ACO, acnA; aconitate hydratase",ko09100,ko09102,ko00720,-0.2681777551962745,1.767477924579959,0.8498248048149286,-1.1426235913779663,-0.4475445356005228,-0.7589568472201218
4048,GW101-3H11_contig_1_2479,K20455,Metabolism,Carbohydrate metabolism,Propanoate metabolism,acnD; 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming),ko09100,ko09101,ko00640,-0.2681777551962745,1.767477924579959,0.8498248048149286,-1.1426235913779663,-0.4475445356005228,-0.7589568472201218
4049,GW101-3H11_contig_1_2480,K01647,Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle),"CS, gltA; citrate synthase",ko09100,ko09101,ko00020,-1.255524362435797,-0.45947074958204454,1.6734349388101044,-0.9034191601517819,0.7458955572624875,0.1990837760970334
4050,GW101-3H11_contig_1_2480,K01647,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,"CS, gltA; citrate synthase",ko09100,ko09101,ko00630,-1.255524362435797,-0.45947074958204454,1.6734349388101044,-0.9034191601517819,0.7458955572624875,0.1990837760970334
4051,GW101-3H11_contig_1_2480,K01659,Metabolism,Carbohydrate metabolism,Propanoate metabolism,prpC; 2-methylcitrate synthase,ko09100,ko09101,ko00640,-1.255524362435797,-0.45947074958204454,1.6734349388101044,-0.9034191601517819,0.7458955572624875,0.1990837760970334
4052,GW101-3H11_contig_1_2481,K01073,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,E3.1.2.20; acyl-CoA hydrolase,ko09190,ko09191,ko99980,-0.7851249563762616,-1.3936547009048428,0.9758624540386156,-0.7214022122484635,1.2041040092531146,0.720215406237839
4053,GW101-3H11_contig_1_2481,K03576,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,"metR; LysR family transcriptional regulator, regulator for metE and",ko09180,ko09182,ko03000,-0.7851249563762616,-1.3936547009048428,0.9758624540386156,-0.7214022122484635,1.2041040092531146,0.720215406237839
4157,GW101-3H11_contig_1_2530,K07814,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,K07814; cyclic di-GMP phosphodiesterase,ko09190,ko09191,ko99980,0.15263491130680296,-2.0305621663912636,1.1703838145102352,0.5692537510592433,0.343106289850735,-0.20481660033576168
4310,GW101-3H11_contig_1_2636,K07071,Not Included in Pathway or Brite,Unclassified,Unclassified,K07071; uncharacterized,ko09190,ko09194,ko99997,-0.37321335306630876,2.1208262271674054,-1.0595578724380725,-0.2868471122043136,-0.0039063708443863926,-0.397301518614325
4437,GW101-3H11_contig_1_2684,K01753,Metabolism,Amino acid metabolism,"Glycine, serine and threonine metabolism",dsdA; D-serine dehydratase,ko09100,ko09105,ko00260,0.2880772319417151,1.4559926853983136,-1.4654681570142434,-0.24353666849031352,0.8739760070554281,-0.9090410988908992
4438,GW101-3H11_contig_1_2684,K01753,Metabolism,Metabolism of other amino acids,D-Amino acid metabolism,dsdA; D-serine dehydratase,ko09100,ko09106,ko00470,0.2880772319417151,1.4559926853983136,-1.4654681570142434,-0.24353666849031352,0.8739760070554281,-0.9090410988908992
4449,GW101-3H11_contig_1_2694,K12410,Metabolism,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,npdA; NAD-dependent deacetylase,ko09100,ko09108,ko00760,-0.010973023974181205,2.1452953597495505,-0.1687057571928282,-0.8866039152190445,-0.5610134623687518,-0.5179992009947403
4467,GW101-3H11_contig_1_2707,K06911,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,"PIR; quercetin 2,3-dioxygenase",ko09190,ko09191,ko99980,-0.7974172481537463,-1.466385652813359,-0.49885516707131433,0.9422599661783555,1.3685678453336219,0.45183025652644143
4469,GW101-3H11_contig_1_2709,K03809,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,wrbA; NAD(P)H dehydrogenase (quinone),ko09100,ko09108,ko00130,-0.9760438379704659,-0.9815461697346637,-0.8314914652628811,1.2089732455722386,1.3742373780005814,0.20587084939518793
4470,GW101-3H11_contig_1_2710,K01118,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,"acpD, azoR; FMN-dependent NADH-azoreductase",ko09190,ko09191,ko99980,-1.224728547227344,-0.8295783735432659,-0.7305720445377399,1.245824379388925,1.289950823363579,0.24910376255584712
4471,GW101-3H11_contig_1_2710,K15977,Not Included in Pathway or Brite,Unclassified: metabolism,,K15977; putative,ko09190,ko09191,ko99999,-1.224728547227344,-0.8295783735432659,-0.7305720445377399,1.245824379388925,1.289950823363579,0.24910376255584712
4472,GW101-3H11_contig_1_2711,K06911,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,"PIR; quercetin 2,3-dioxygenase",ko09190,ko09191,ko99980,-1.319779790105692,-0.8235731920145941,-0.6979505907470476,1.2449988637037637,1.1646608422234477,0.43164386694012213
4482,GW101-3H11_contig_1_2719,K01714,Metabolism,Amino acid metabolism,Lysine biosynthesis,dapA; 4-hydroxy-tetrahydrodipicolinate synthase,ko09100,ko09105,ko00300,-0.6127696479922431,0.41552941348253775,-1.1594236513838525,-1.0687285977747223,1.3225604671835136,1.102832016484767
4483,GW101-3H11_contig_1_2719,K01714,Metabolism,Biosynthesis of other secondary metabolites,Monobactam biosynthesis,dapA; 4-hydroxy-tetrahydrodipicolinate synthase,ko09100,ko09110,ko00261,-0.6127696479922431,0.41552941348253775,-1.1594236513838525,-1.0687285977747223,1.3225604671835136,1.102832016484767
4484,GW101-3H11_contig_1_2719,K21062,Metabolism,Metabolism of other amino acids,D-Amino acid metabolism,lhpC; 1-pyrroline-4-hydroxy-2-carboxylate deaminase,ko09100,ko09106,ko00470,-0.6127696479922431,0.41552941348253775,-1.1594236513838525,-1.0687285977747223,1.3225604671835136,1.102832016484767
4493,GW101-3H11_contig_1_2725,K11689,Environmental Information Processing,Signal transduction,Two-component system,"dctQ; C4-dicarboxylate transporter, DctQ",ko09130,ko09132,ko02020,-0.7399437009966174,0.5647373668230494,-0.45331769533785843,-1.5763082348425435,1.0228303772888663,1.1820018870651054
4494,GW101-3H11_contig_1_2725,K11689,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,"dctQ; C4-dicarboxylate transporter, DctQ",ko09180,ko09183,ko02000,-0.7399437009966174,0.5647373668230494,-0.45331769533785843,-1.5763082348425435,1.0228303772888663,1.1820018870651054
4495,GW101-3H11_contig_1_2725,K21394,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,yiaM; TRAP-type transport system small permease,ko09180,ko09183,ko02000,-0.7399437009966174,0.5647373668230494,-0.45331769533785843,-1.5763082348425435,1.0228303772888663,1.1820018870651054
4543,GW101-3H11_contig_1_2744,K02346,Brite Hierarchies,Protein families: genetic information processing,DNA repair and recombination proteins,dinB; DNA polymerase IV,ko09180,ko09182,ko03400,-0.2416717163460977,1.6549195519867517,-1.153286519490815,-1.1009168781542082,0.8123611569529965,0.02859440505137529
