Query	Seed ortholog	e-value	score	best tax lvl	Preferred_name	GO terms	EC number	KEGG KO	KEGG pathway	KEGG module	KEGG reaction	KEGG rclass	BRITE	KEGG TC	CAZy	BiGG reaction	annot lvl	matching OGs	Best OG	COG cat	description
FW510-R12_contig_1_1475	1163409.UUA_03958	4.6999999999999995e-140	503.8	Xanthomonadales	trmD	GO:0000287,GO:0001510,GO:0002939,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009019,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0016772,GO:0016779,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0050518,GO:0052906,GO:0070567,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.1.1.228,4.6.1.12	ko:K00554,ko:K01770	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R00597,R05637	RC00002,RC00003,RC00334,RC01440	ko00000,ko00001,ko00002,ko01000,ko03016				Bacteria	1MUN1@1224,1RMWC@1236,1X3NC@135614,COG0336@1,COG0336@2	NA|NA|NA	J	Belongs to the RNA methyltransferase TrmD family
FW510-R12_contig_1_1476	1163409.UUA_03963	2.1e-56	224.9	Xanthomonadales	rplS	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070180,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02884	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1RH3A@1224,1S5XX@1236,1X6EN@135614,COG0335@1,COG0335@2	NA|NA|NA	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site
FW510-R12_contig_1_1477	666685.R2APBS1_1188	0.0	1269.6	Xanthomonadales	gmr_1		2.7.7.65	ko:K21025,ko:K21084	ko02025,ko02026,map02025,map02026				ko00000,ko00001,ko01000				Bacteria	1PJCA@1224,1RS4H@1236,1X47Y@135614,COG0745@1,COG0745@2,COG2199@1,COG2199@2,COG2200@1,COG2200@2	NA|NA|NA	T	COG2202 FOG PAS PAC domain
FW510-R12_contig_1_1478	1163409.UUA_03973	1.6e-188	665.2	Xanthomonadales	kamA	GO:0003674,GO:0003824,GO:0005488,GO:0016853,GO:0016866,GO:0016869,GO:0048037,GO:0051536,GO:0051539,GO:0051540	5.4.3.2	ko:K01843,ko:K19810	ko00310,map00310		R00461	RC00303	ko00000,ko00001,ko01000,ko03012			iECH74115_1262.ECH74115_5662,iECIAI39_1322.ECIAI39_4611,iS_1188.S4569	Bacteria	1MUPJ@1224,1RM84@1236,1X3RU@135614,COG1509@1,COG1509@2	NA|NA|NA	E	lysine 2,3-aminomutase
FW510-R12_contig_1_1479	1163409.UUA_03978	6.7e-104	383.3	Xanthomonadales	efp	GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006414,GO:0006417,GO:0006448,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0017148,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0072344,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112,GO:2000113,GO:2001124,GO:2001125		ko:K02356					ko00000,ko03012				Bacteria	1MW2J@1224,1RPW7@1236,1X3RR@135614,COG0231@1,COG0231@2	NA|NA|NA	J	Involved in peptide bond synthesis. Alleviates ribosome stalling that occurs when 3 or more consecutive Pro residues or the sequence PPG is present in a protein, possibly by augmenting the peptidyl transferase activity of the ribosome. Modification of Lys-34 is required for alleviation
FW510-R12_contig_1_1480	1163409.UUA_03983	1.6e-244	851.7	Xanthomonadales	mtaD		3.5.4.28,3.5.4.31	ko:K12960	ko00270,ko01100,map00270,map01100		R09660	RC00477	ko00000,ko00001,ko01000				Bacteria	1MVPA@1224,1RN13@1236,1X44W@135614,COG0402@1,COG0402@2	NA|NA|NA	F	Catalyzes the hydrolytic cleavage of a carbon-halogen bond in N-ethylammeline
FW510-R12_contig_1_1481	1163409.UUA_03988	6.8e-40	169.5	Xanthomonadales				ko:K09780					ko00000				Bacteria	1QBAU@1224,1T6VA@1236,1X889@135614,COG2350@1,COG2350@2	NA|NA|NA	S	protein conserved in bacteria
FW510-R12_contig_1_1482	1163409.UUA_03993	1.9e-122	445.3	Xanthomonadales	ubiG		2.1.1.222,2.1.1.64	ko:K00568	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04988,R05614,R08769,R08781	RC00003,RC00392,RC01895	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU89@1224,1RMV7@1236,1X4AM@135614,COG2227@1,COG2227@2	NA|NA|NA	H	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway
FW510-R12_contig_1_1483	1163409.UUA_03998	3.9e-114	417.5	Xanthomonadales	gph	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006022,GO:0006040,GO:0006082,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008967,GO:0009254,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019752,GO:0030203,GO:0033554,GO:0034641,GO:0042578,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044260,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097172,GO:1901135,GO:1901360,GO:1901564	3.1.3.105	ko:K22292	ko00520,map00520		R11785	RC00017	ko00000,ko00001,ko01000				Bacteria	1RCXJ@1224,1S3VU@1236,1X37Z@135614,COG0546@1,COG0546@2	NA|NA|NA	G	Catalyzes the dephosphorylation of 2-phosphoglycolate to form glycolate and phosphate
FW510-R12_contig_1_1484	1163409.UUA_04003	6.699999999999999e-148	530.0	Xanthomonadales	crtB		2.5.1.32,2.5.1.99	ko:K02291	ko00906,ko01062,ko01100,ko01110,map00906,map01062,map01100,map01110	M00097	R02065,R04218,R07270,R10177	RC00362,RC01101,RC02869	ko00000,ko00001,ko00002,ko01000,ko01006				Bacteria	1QDDR@1224,1T9C1@1236,1X5MF@135614,COG1562@1,COG1562@2	NA|NA|NA	I	ergosterol biosynthetic process
FW510-R12_contig_1_1485	1163409.UUA_04008	4.9e-176	623.6	Xanthomonadales	folE2		3.5.4.16	ko:K09007	ko00790,ko01100,map00790,map01100	M00126	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000				Bacteria	1MV1B@1224,1RNDY@1236,1X39W@135614,COG1469@1,COG1469@2	NA|NA|NA	S	Converts GTP to 7,8-dihydroneopterin triphosphate
FW510-R12_contig_1_1486	1163409.UUA_04018	1.7e-60	240.0	Xanthomonadales	dksA			ko:K06204	ko02026,map02026				ko00000,ko00001,ko03000,ko03009,ko03021				Bacteria	1RD08@1224,1S6VE@1236,1X5JD@135614,COG1734@1,COG1734@2	NA|NA|NA	T	Transcription factor that acts by binding directly to the RNA polymerase (RNAP). Required for negative regulation of rRNA expression and positive regulation of several amino acid biosynthesis promoters. Also required for regulation of fis expression
FW510-R12_contig_1_1487	1163409.UUA_04023	0.0	1352.4	Xanthomonadales				ko:K02014,ko:K16090					ko00000,ko02000	1.B.14,1.B.14.1.11			Bacteria	1MV0X@1224,1RN3C@1236,1XCGA@135614,COG4774@1,COG4774@2	NA|NA|NA	M	TonB dependent receptor
FW510-R12_contig_1_1488	666685.R2APBS1_1200	1.4e-69	268.9	Xanthomonadales	sufE	GO:0003674,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006464,GO:0006725,GO:0006790,GO:0006807,GO:0006950,GO:0006979,GO:0008033,GO:0008047,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0019538,GO:0022607,GO:0030234,GO:0031162,GO:0031163,GO:0034470,GO:0034641,GO:0034660,GO:0036211,GO:0043085,GO:0043170,GO:0043412,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046483,GO:0050790,GO:0050896,GO:0061504,GO:0065007,GO:0065009,GO:0071704,GO:0071840,GO:0090304,GO:0097163,GO:0098772,GO:0140104,GO:1901360,GO:1901564	2.8.1.7,4.4.1.16	ko:K02426,ko:K07125,ko:K11717	ko00450,ko01100,map00450,map01100		R03599,R11528	RC00961,RC01789,RC02313	ko00000,ko00001,ko01000			iSBO_1134.SBO_1451,iSFV_1184.SFV_1702,iSF_1195.SF1708,iSFxv_1172.SFxv_1916,iS_1188.S1841,iSbBS512_1146.SbBS512_E1880	Bacteria	1RI8F@1224,1S852@1236,1XCMB@135614,COG2166@1,COG2166@2	NA|NA|NA	S	SufE protein probably involved in Fe-S center assembly
FW510-R12_contig_1_1489	666685.R2APBS1_1201	3.5e-255	887.1	Xanthomonadales	cysS	GO:0000166,GO:0001871,GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009986,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030246,GO:0030247,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2001065	6.1.1.16,6.3.1.13	ko:K01883,ko:K15526	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016				Bacteria	1MV8H@1224,1RP5K@1236,1X2ZK@135614,COG0215@1,COG0215@2	NA|NA|NA	J	Belongs to the class-I aminoacyl-tRNA synthetase family
FW510-R12_contig_1_1490	1163409.UUA_04038	7.2e-60	236.9	Xanthomonadales													Bacteria	1MVWD@1224,1RQR9@1236,1X628@135614,COG3134@1,COG3134@2	NA|NA|NA	S	Outer membrane lipoprotein
FW510-R12_contig_1_1491	1163409.UUA_04043	5.4e-189	666.8	Xanthomonadales	argF	GO:0000050,GO:0003674,GO:0003824,GO:0004585,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0016743,GO:0019627,GO:0019752,GO:0034641,GO:0042450,GO:0043436,GO:0043603,GO:0043604,GO:0043857,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.1.3.11,2.1.3.3,2.1.3.9	ko:K00611,ko:K09065,ko:K13043	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844,M00845	R01398,R07245,R08937	RC00096	ko00000,ko00001,ko00002,ko01000				Bacteria	1MUFM@1224,1S7AW@1236,1X35E@135614,COG0078@1,COG0078@2	NA|NA|NA	E	Belongs to the ATCase OTCase family
FW510-R12_contig_1_1492	1163409.UUA_04048	5.8e-109	400.2	Xanthomonadales	paiB			ko:K07734					ko00000,ko03000				Bacteria	1N1B9@1224,1S7MT@1236,1X6HS@135614,COG2808@1,COG2808@2	NA|NA|NA	K	transcriptional regulator
FW510-R12_contig_1_1493	1163409.UUA_04053	1.6e-80	305.4	Xanthomonadales	ymaD												Bacteria	1RHVR@1224,1S6E4@1236,1X7DK@135614,COG1764@1,COG1764@2	NA|NA|NA	O	redox protein regulator of disulfide bond formation
FW510-R12_contig_1_1494	1163409.UUA_04058	8.5000000000000015e-224	782.7	Xanthomonadales	argG	GO:0000050,GO:0000053,GO:0003674,GO:0003824,GO:0004055,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006575,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0019627,GO:0019752,GO:0034641,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:0072350,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.4.5	ko:K01940	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,ko05418,map00220,map00250,map01100,map01110,map01130,map01230,map05418	M00029,M00844,M00845	R01954	RC00380,RC00629	ko00000,ko00001,ko00002,ko01000,ko04147				Bacteria	1MV0Y@1224,1RMEC@1236,1X4MV@135614,COG0137@1,COG0137@2	NA|NA|NA	E	Belongs to the argininosuccinate synthase family. Type 1 subfamily
FW510-R12_contig_1_1495	1163409.UUA_04068	7.500000000000002e-196	689.9	Xanthomonadales	argE		3.5.1.16	ko:K01438	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R00669,R09107	RC00064,RC00300	ko00000,ko00001,ko00002,ko01000				Bacteria	1MVBR@1224,1RNDG@1236,1X48W@135614,COG0624@1,COG0624@2	NA|NA|NA	E	Acetylornithine deacetylase
FW510-R12_contig_1_1496	666685.R2APBS1_1208	7.199999999999999e-242	842.8	Xanthomonadales	argB	GO:0003674,GO:0003824,GO:0003991,GO:0004042,GO:0005488,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006793,GO:0006796,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016407,GO:0016410,GO:0016597,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016774,GO:0019752,GO:0031406,GO:0034618,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.2.1.38,2.3.1.1,2.7.2.8	ko:K00930,ko:K12659,ko:K22478	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R00259,R02649,R03443	RC00002,RC00004,RC00043,RC00064,RC00684	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU17@1224,1RNKK@1236,1X32I@135614,COG0548@1,COG0548@2	NA|NA|NA	E	Acetylglutamate kinase
FW510-R12_contig_1_1497	1163409.UUA_04078	2e-172	611.7	Xanthomonadales	argC		1.2.1.38,2.7.2.8	ko:K00145,ko:K12659	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R02649,R03443	RC00002,RC00043,RC00684	ko00000,ko00001,ko00002,ko01000				Bacteria	1MVJ6@1224,1RNMX@1236,1X32E@135614,COG0002@1,COG0002@2	NA|NA|NA	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde
FW510-R12_contig_1_1498	1163409.UUA_04083	5.6e-231	806.6	Xanthomonadales	argH	GO:0003674,GO:0003824,GO:0004056,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016829,GO:0016840,GO:0016842,GO:0019752,GO:0042450,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.3.2.1	ko:K01755	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,map00220,map00250,map01100,map01110,map01130,map01230	M00029,M00844,M00845	R01086	RC00445,RC00447	ko00000,ko00001,ko00002,ko01000,ko04147				Bacteria	1MUTU@1224,1RMA3@1236,1X33M@135614,COG0165@1,COG0165@2	NA|NA|NA	E	argininosuccinate lyase
FW510-R12_contig_1_1499	666685.R2APBS1_1211	8.299999999999999e-189	666.4	Xanthomonadales	proB	GO:0003674,GO:0003824,GO:0004349,GO:0004350,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016491,GO:0016620,GO:0016740,GO:0016772,GO:0016774,GO:0016903,GO:0018130,GO:0019202,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.2.11	ko:K00931	ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230	M00015	R00239	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000			iAF987.Gmet_3198	Bacteria	1MUBG@1224,1RM7X@1236,1X3A6@135614,COG0263@1,COG0263@2	NA|NA|NA	E	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate
FW510-R12_contig_1_1500	1163409.UUA_04093	2.0000000000000002e-212	745.0	Xanthomonadales	proA	GO:0003674,GO:0003824,GO:0004350,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0018130,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.2.1.41	ko:K00147	ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230	M00015	R03313	RC00684	ko00000,ko00001,ko00002,ko01000			iLJ478.TM0293,iYO844.BSU13130	Bacteria	1MUGJ@1224,1RMAY@1236,1X3E3@135614,COG0014@1,COG0014@2	NA|NA|NA	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate
FW510-R12_contig_1_1502	1122603.ATVI01000005_gene3860	4.3e-80	305.8	Xanthomonadales													Bacteria	1MUMZ@1224,1S1MS@1236,1X9I0@135614,COG0457@1,COG0457@2,COG5616@1,COG5616@2	NA|NA|NA	T	Adenylate cyclase
FW510-R12_contig_1_1503	1163409.UUA_04103	1.5e-118	432.2	Gammaproteobacteria	hrtA			ko:K02003,ko:K09810,ko:K09814	ko02010,map02010	M00255,M00257,M00258			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1,3.A.1.125			Bacteria	1MU45@1224,1SZMG@1236,COG1136@1,COG1136@2	NA|NA|NA	V	ATPases associated with a variety of cellular activities
FW510-R12_contig_1_1504	1163409.UUA_04108	3.6e-155	554.3	Xanthomonadales				ko:K01993					ko00000				Bacteria	1NBFC@1224,1S1JT@1236,1XBT5@135614,COG0845@1,COG0845@2	NA|NA|NA	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family
FW510-R12_contig_1_1505	1163409.UUA_04113	4.3e-209	733.8	Xanthomonadales				ko:K02004		M00258			ko00000,ko00002,ko02000	3.A.1			Bacteria	1MVSU@1224,1RQE8@1236,1X924@135614,COG0577@1,COG0577@2	NA|NA|NA	V	abc transporter, permease
FW510-R12_contig_1_1506	1163409.UUA_15253	8.5e-191	672.9	Xanthomonadales													Bacteria	1NATS@1224,1T49S@1236,1X6DU@135614,COG1073@1,COG1073@2	NA|NA|NA	S	alpha beta
FW510-R12_contig_1_1507	1163409.UUA_06254	4.7e-238	830.1	Xanthomonadales	kynU	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006568,GO:0006569,GO:0006576,GO:0006586,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009308,GO:0009310,GO:0009987,GO:0016054,GO:0016787,GO:0016822,GO:0016823,GO:0019439,GO:0019441,GO:0019752,GO:0030429,GO:0032787,GO:0034641,GO:0042180,GO:0042402,GO:0042430,GO:0042436,GO:0042537,GO:0043420,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0046218,GO:0046395,GO:0046483,GO:0046700,GO:0070189,GO:0071704,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	3.7.1.3	ko:K01556	ko00380,ko01100,map00380,map01100	M00038	R00987,R02668,R03936	RC00284,RC00415	ko00000,ko00001,ko00002,ko01000				Bacteria	1MUKN@1224,1RPY3@1236,1X3FQ@135614,COG3844@1,COG3844@2	NA|NA|NA	E	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively
FW510-R12_contig_1_1508	1163409.UUA_06259	3.1e-87	327.8	Xanthomonadales													Bacteria	1QB0H@1224,1T6HG@1236,1X7HZ@135614,29ZC2@1,30MAP@2	NA|NA|NA		
FW510-R12_contig_1_1509	1163409.UUA_06264	3.7000000000000003e-209	733.8	Xanthomonadales			4.1.1.45	ko:K03392	ko00380,ko01100,map00380,map01100	M00038	R04323	RC00779	ko00000,ko00001,ko00002,ko01000				Bacteria	1R5PG@1224,1RX6Z@1236,1X3KE@135614,COG2159@1,COG2159@2	NA|NA|NA	S	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
FW510-R12_contig_1_1510	1163409.UUA_06269	0.0	1228.4	Xanthomonadales													Bacteria	1MWR1@1224,1RNIJ@1236,1X4XT@135614,COG1289@1,COG1289@2	NA|NA|NA	S	membrane
FW510-R12_contig_1_1511	1163409.UUA_06274	4e-101	374.0	Xanthomonadales	efp	GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576		ko:K02356					ko00000,ko03012				Bacteria	1NWY9@1224,1RQ0N@1236,1X3B8@135614,COG0231@1,COG0231@2	NA|NA|NA	J	Elongation factor P
FW510-R12_contig_1_1512	666685.R2APBS1_1221	4.1e-128	464.2	Xanthomonadales													Bacteria	1MUBQ@1224,1RQJT@1236,1X30J@135614,COG1028@1,COG1028@2	NA|NA|NA	IQ	Belongs to the short-chain dehydrogenases reductases (SDR) family
FW510-R12_contig_1_1513	1163409.UUA_06284	7.8e-34	150.2	Xanthomonadales	yohN	GO:0003674,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010045,GO:0010243,GO:0030288,GO:0030313,GO:0031975,GO:0032025,GO:0033554,GO:0042221,GO:0042597,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:1901652,GO:1901698,GO:1901700											Bacteria	1NGVG@1224,1S9K0@1236,1X887@135614,COG5455@1,COG5455@2	NA|NA|NA	S	integral membrane protein
FW510-R12_contig_1_1514	1163409.UUA_06289	1.1e-101	375.9	Xanthomonadales	pat		2.3.1.183	ko:K03823	ko00440,ko01130,map00440,map01130		R08871,R08938	RC00004,RC00064	ko00000,ko00001,ko01000				Bacteria	1RGU8@1224,1S791@1236,1X65R@135614,COG1247@1,COG1247@2	NA|NA|NA	M	COG1247 Sortase and related acyltransferases
