Query	Seed ortholog	e-value	score	best tax lvl	Preferred_name	GO terms	EC number	KEGG KO	KEGG pathway	KEGG module	KEGG reaction	KEGG rclass	BRITE	KEGG TC	CAZy	BiGG reaction	annot lvl	matching OGs	Best OG	COG cat	description
GW101-3H11_contig_1_2393	595537.Varpa_5690	0	1287.3	Comamonadaceae													Bacteria	"1MUZQ@1224,2VH62@28216,4AA9K@80864,COG0642@1,COG2205@2"	NA|NA|NA	T	PhoQ Sensor
GW101-3H11_contig_1_2394	397945.Aave_0359	8.20E-115	419.9	Comamonadaceae													Bacteria	"1MWZ5@1224,2VIM1@28216,4AAVM@80864,COG0745@1,COG0745@2"	NA|NA|NA	K	"Two component transcriptional regulator, winged helix family"
GW101-3H11_contig_1_2395	358220.C380_12745	1.10E-140	506.1	Comamonadaceae	MA20_35690												Bacteria	"1MXCD@1224,2VMQB@28216,4AAQF@80864,COG0697@1,COG0697@2"	NA|NA|NA	EG	EamA-like transporter family
GW101-3H11_contig_1_2397	358220.C380_12740	1.60E-216	758.4	Comamonadaceae	ybdL	"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944"	"2.6.1.17,2.6.1.88"	"ko:K14267,ko:K14287"	"ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230"	M00016	"R04475,R08618"	"RC00006,RC00025"	"ko00000,ko00001,ko00002,ko01000,ko01007"			iNJ661.Rv0858c	Bacteria	"1MW0Z@1224,2VJD8@28216,4ABBG@80864,COG0436@1,COG0436@2"	NA|NA|NA	E	"PFAM aminotransferase, class I and II"
GW101-3H11_contig_1_2398	358220.C380_12735	5.10E-173	613.6	Comamonadaceae	cysB			"ko:K13634,ko:K13635"					"ko00000,ko03000"				Bacteria	"1MU8N@1224,2VHQY@28216,4A9K9@80864,COG0583@1,COG0583@2"	NA|NA|NA	K	"Transcriptional regulator, LysR family"
GW101-3H11_contig_1_2399	358220.C380_12730	6.40E-47	193.4	Comamonadaceae	cbiX		4.99.1.3	ko:K03795	"ko00860,ko01100,ko01120,map00860,map01100,map01120"		R05807	RC01012	"ko00000,ko00001,ko01000"				Bacteria	"1N00J@1224,2VTXE@28216,4AEWE@80864,COG2138@1,COG2138@2"	NA|NA|NA	S	cobalamin (vitamin B12) biosynthesis CbiX
GW101-3H11_contig_1_2400	358220.C380_12725	2.20E-191	674.9	Comamonadaceae	lptG			ko:K11720	"ko02010,map02010"	M00320			"ko00000,ko00001,ko00002,ko02000"	1.B.42.1			Bacteria	"1MVW3@1224,2VHA1@28216,4ABSU@80864,COG0795@1,COG0795@2"	NA|NA|NA	S	PFAM permease YjgP YjgQ family protein
GW101-3H11_contig_1_2401	358220.C380_12720	9.40E-174	616.3	Comamonadaceae	lptF			"ko:K07091,ko:K11720"	"ko02010,map02010"	M00320			"ko00000,ko00001,ko00002,ko02000"	1.B.42.1			Bacteria	"1MUF2@1224,2VH9C@28216,4ABC9@80864,COG0795@1,COG0795@2"	NA|NA|NA	S	PFAM permease YjgP YjgQ family protein
GW101-3H11_contig_1_2402	358220.C380_12715	3.50E-232	810.8	Comamonadaceae	pepA	"GO:0001073,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004177,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006276,GO:0006310,GO:0006351,GO:0006355,GO:0006508,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0009056,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016787,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019904,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042150,GO:0043170,GO:0043171,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043244,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070011,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0097718,GO:0140096,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1903506,GO:2000112,GO:2001141"	3.4.11.1	ko:K01255	"ko00480,ko01100,map00480,map01100"		"R00899,R04951"	"RC00096,RC00141"	"ko00000,ko00001,ko01000,ko01002"				Bacteria	"1MUF9@1224,2VH79@28216,4AAW4@80864,COG0260@1,COG0260@2"	NA|NA|NA	E	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides
GW101-3H11_contig_1_2403	358220.C380_12710	2.50E-66	258.1	Comamonadaceae	holC	"GO:0005575,GO:0005622,GO:0005623,GO:0006275,GO:0008150,GO:0009314,GO:0009360,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0010556,GO:0010557,GO:0010604,GO:0019219,GO:0019222,GO:0030174,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032298,GO:0032991,GO:0042575,GO:0043846,GO:0043847,GO:0044424,GO:0044464,GO:0045740,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051171,GO:0051173,GO:0060255,GO:0061695,GO:0065007,GO:0080090,GO:0090329,GO:1902494,GO:1990234,GO:2000105,GO:2000112"	2.7.7.7	ko:K02339	"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440"	M00260	"R00375,R00376,R00377,R00378"	RC02795	"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400"				Bacteria	"1MZ3V@1224,2VTYC@28216,4AEZE@80864,COG2927@1,COG2927@2"	NA|NA|NA	L	"DNA polymerase III, chi subunit"
GW101-3H11_contig_1_2404	1268622.AVS7_01800	1.00E-22	112.5	Comamonadaceae													Bacteria	"1N5RJ@1224,2D9GY@1,2VV29@28216,32TT8@2,4AF20@80864"	NA|NA|NA		
GW101-3H11_contig_1_2405	358220.C380_12700	1.00E-199	702.6	Comamonadaceae				ko:K01999	"ko02010,ko02024,map02010,map02024"	M00237			"ko00000,ko00001,ko00002,ko02000"	3.A.1.4			Bacteria	"1MWJ1@1224,2VH55@28216,4A9YH@80864,COG0683@1,COG0683@2"	NA|NA|NA	E	Extracellular liganD-binding receptor
GW101-3H11_contig_1_2406	358220.C380_12685	9.60E-186	656	Comamonadaceae	serA		"1.1.1.399,1.1.1.95"	ko:K00058	"ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230"	M00020	R01513	RC00031	"ko00000,ko00001,ko00002,ko01000,ko04147"				Bacteria	"1MW0R@1224,2VHIZ@28216,4A9J1@80864,COG0111@1,COG0111@2"	NA|NA|NA	C	D-isomer specific 2-hydroxyacid dehydrogenase
GW101-3H11_contig_1_2408	358220.C380_12680	3.30E-113	414.5	Comamonadaceae	lexA	"GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006282,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009432,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031668,GO:0032774,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001020,GO:2001141"	3.4.21.88	ko:K01356		M00729			"ko00000,ko00002,ko01000,ko01002,ko03400"				Bacteria	"1MW80@1224,2VHTZ@28216,4AAHA@80864,COG1974@1,COG1974@2"	NA|NA|NA	K	"Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair"
GW101-3H11_contig_1_2409	358220.C380_12675	1.20E-140	506.1	Comamonadaceae	ansB		"3.5.1.1,3.5.1.38"	"ko:K01424,ko:K05597"	"ko00220,ko00250,ko00460,ko00471,ko01100,ko01110,ko02020,map00220,map00250,map00460,map00471,map01100,map01110,map02020"		"R00256,R00485,R01579"	"RC00010,RC02798"	"ko00000,ko00001,ko01000"				Bacteria	"1MWIR@1224,2VJI2@28216,4AAGM@80864,COG0252@1,COG0252@2"	NA|NA|NA	EJ	PFAM Asparaginase glutaminase
GW101-3H11_contig_1_2410	358220.C380_12670	1.50E-60	238.8	Comamonadaceae													Bacteria	"1N7NP@1224,2CBAE@1,2VVSH@28216,32YK1@2,4AEGG@80864"	NA|NA|NA		
GW101-3H11_contig_1_2411	358220.C380_12665	6.20E-71	273.5	Comamonadaceae													Bacteria	"1N0T4@1224,2CBFC@1,2VRB1@28216,32RYI@2,4AE35@80864"	NA|NA|NA		
GW101-3H11_contig_1_2412	358220.C380_12660	1.00E-116	426	Comamonadaceae	adk	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	2.7.4.3	ko:K00939	"ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130"	M00049	"R00127,R01547,R11319"	RC00002	"ko00000,ko00001,ko00002,ko01000,ko04147"			iJN746.PP_1506	Bacteria	"1MXCZ@1224,2VH1C@28216,4AAQG@80864,COG0563@1,COG0563@2"	NA|NA|NA	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism
GW101-3H11_contig_1_2413	358220.C380_12655	4.80E-127	460.7	Comamonadaceae	kdsB		2.7.7.38	ko:K00979	"ko00540,ko01100,map00540,map01100"	M00063	"R03351,R11396"	"RC00152,RC00910"	"ko00000,ko00001,ko00002,ko01000,ko01005"				Bacteria	"1MUUU@1224,2VINM@28216,4A9U8@80864,COG1212@1,COG1212@2"	NA|NA|NA	M	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria
GW101-3H11_contig_1_2414	596153.Alide_2628	2.20E-24	117.5	Comamonadaceae	ycaR	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464"	2.7.1.130	"ko:K00912,ko:K09791"	"ko00540,ko01100,map00540,map01100"	M00060	R04657	"RC00002,RC00078"	"ko00000,ko00001,ko00002,ko01000,ko01005"				Bacteria	"1N6Y2@1224,2VW58@28216,4AFCV@80864,COG2835@1,COG2835@2"	NA|NA|NA	S	Belongs to the UPF0434 family
GW101-3H11_contig_1_2415	358220.C380_12645	4.00E-153	547.7	Comamonadaceae	lpxK		2.7.1.130	ko:K00912	"ko00540,ko01100,map00540,map01100"	M00060	R04657	"RC00002,RC00078"	"ko00000,ko00001,ko00002,ko01000,ko01005"				Bacteria	"1MU8G@1224,2VHPG@28216,4AA4B@80864,COG1663@1,COG1663@2"	NA|NA|NA	F	"Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1- P) to form tetraacyldisaccharide 1,4'-bis-phosphate (lipid IVA)"
GW101-3H11_contig_1_2416	358220.C380_12640	1.20E-58	232.6	Comamonadaceae	exbD2			"ko:K03559,ko:K03560"					"ko00000,ko02000"	"1.A.30.2.1,1.A.30.2.2"			Bacteria	"1N0ZA@1224,2VUF4@28216,4ADYK@80864,COG0848@1,COG0848@2"	NA|NA|NA	U	PFAM Biopolymer transport protein ExbD TolR
GW101-3H11_contig_1_2417	358220.C380_12635	1.50E-107	395.6	Comamonadaceae	exbB2			"ko:K03561,ko:K03562"	"ko01120,map01120"				"ko00000,ko02000"	"1.A.30.2.1,1.A.30.2.2"			Bacteria	"1QNJ1@1224,2VITY@28216,4AA9V@80864,COG0811@1,COG0811@2"	NA|NA|NA	U	Mota tolq exbb proton channel
GW101-3H11_contig_1_2418	358220.C380_12630	1.20E-204	719.2	Comamonadaceae	xseA	"GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008855,GO:0009056,GO:0009057,GO:0009318,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0019439,GO:0032991,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575,GO:1902494"	3.1.11.6	ko:K03601	"ko03430,map03430"				"ko00000,ko00001,ko01000,ko03400"				Bacteria	"1MUA4@1224,2VJIC@28216,4ABKN@80864,COG1570@1,COG1570@2"	NA|NA|NA	L	"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides"
GW101-3H11_contig_1_2419	358220.C380_12625	8.40E-110	402.9	Comamonadaceae	sodB	"GO:0000302,GO:0000303,GO:0000305,GO:0003674,GO:0003824,GO:0004784,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006801,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016721,GO:0019430,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071450,GO:0071451,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:1901700,GO:1901701,GO:1990748"	"1.15.1.1,3.1.11.6"	"ko:K03601,ko:K04564"	"ko03430,ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map03430,map04013,map04068,map04146,map04211,map04212,map04213,map05016"				"ko00000,ko00001,ko01000,ko03400"			"iAF1260.b1656,iAPECO1_1312.APECO1_736,iB21_1397.B21_01616,iBWG_1329.BWG_1471,iE2348C_1286.E2348C_1742,iEC042_1314.EC042_1825,iEC55989_1330.EC55989_1824,iECABU_c1320.ECABU_c19090,iECBD_1354.ECBD_1987,iECB_1328.ECB_01626,iECDH10B_1368.ECDH10B_1790,iECDH1ME8569_1439.ECDH1ME8569_1601,iECD_1391.ECD_01626,iECED1_1282.ECED1_1855,iECH74115_1262.ECH74115_2368,iECIAI1_1343.ECIAI1_1708,iECO103_1326.ECO103_1797,iECO111_1330.ECO111_2126,iECO26_1355.ECO26_2385,iECOK1_1307.ECOK1_1775,iECP_1309.ECP_1601,iECS88_1305.ECS88_1705,iECSE_1348.ECSE_1780,iECSP_1301.ECSP_2222,iECUMN_1333.ECUMN_1946,iECW_1372.ECW_m1823,iECs_1301.ECs2365,iEKO11_1354.EKO11_2118,iETEC_1333.ETEC_1691,iEcDH1_1363.EcDH1_1984,iEcE24377_1341.EcE24377A_1869,iEcHS_1320.EcHS_A1735,iEcSMS35_1347.EcSMS35_1542,iEcolC_1368.EcolC_1973,iG2583_1286.G2583_2051,iJO1366.b1656,iJR904.b1656,iLF82_1304.LF82_2148,iNRG857_1313.NRG857_08300,iSBO_1134.SBO_1475,iSDY_1059.SDY_1882,iSFV_1184.SFV_1678,iSF_1195.SF1684,iSFxv_1172.SFxv_1892,iSSON_1240.SSON_1500,iS_1188.S1816,iSbBS512_1146.SbBS512_E1853,iUMN146_1321.UM146_08870,iUMNK88_1353.UMNK88_2117,iUTI89_1310.UTI89_C1847,iWFL_1372.ECW_m1823,iY75_1357.Y75_RS08680,iZ_1308.Z2678,ic_1306.c2050"	Bacteria	"1MVW2@1224,2VI2Y@28216,4AAFF@80864,COG0605@1,COG0605@2"	NA|NA|NA	C	Destroys radicals which are normally produced within the cells and which are toxic to biological systems
GW101-3H11_contig_1_2420	358220.C380_12620	1.20E-73	282.7	Comamonadaceae				ko:K09005					ko00000				Bacteria	"1MZBJ@1224,2VSCK@28216,4ADYX@80864,COG1430@1,COG1430@2"	NA|NA|NA	S	"Uncharacterized ACR, COG1430"
GW101-3H11_contig_1_2422	358220.C380_12610	3.70E-235	820.5	Comamonadaceae	icd	"GO:0003674,GO:0003824,GO:0003862,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	1.1.1.42	ko:K00031	"ko00020,ko00480,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04146,map00020,map00480,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04146"	"M00009,M00010,M00173,M00740"	"R00267,R00268,R01899"	"RC00001,RC00084,RC00114,RC00626,RC02801"	"br01601,ko00000,ko00001,ko00002,ko01000"			iJN746.PP_4011	Bacteria	"1MW3J@1224,2VHVD@28216,4ABW5@80864,COG0538@1,COG0538@2"	NA|NA|NA	C	"TIGRFAM isocitrate dehydrogenase, NADP-dependent"
GW101-3H11_contig_1_2423	397945.Aave_2573	1.20E-107	396.4	Comamonadaceae													Bacteria	"1MX7J@1224,2VIRS@28216,4ACMB@80864,COG0583@1,COG0583@2"	NA|NA|NA	K	"Transcriptional regulator, LysR family"
GW101-3H11_contig_1_2424	123899.JPQP01000020_gene1824	1.00E-73	283.1	Alcaligenaceae	attY	"GO:0000302,GO:0003674,GO:0003824,GO:0004364,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006979,GO:0008150,GO:0009636,GO:0010035,GO:0016740,GO:0016765,GO:0042221,GO:0042493,GO:0042542,GO:0044424,GO:0044464,GO:0046677,GO:0050896,GO:1901700"	2.5.1.18	ko:K00799	"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418"		"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"	"RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944"	"ko00000,ko00001,ko01000,ko02000"	"1.A.12.2.2,1.A.12.3.2"			Bacteria	"1MY47@1224,2VI89@28216,3T7HW@506,COG0625@1,COG0625@2"	NA|NA|NA	O	Belongs to the GST superfamily
GW101-3H11_contig_1_2425	1003200.AXXA_07013	1.70E-23	114.8	Alcaligenaceae			5.3.2.6	ko:K01821	"ko00362,ko00621,ko00622,ko01100,ko01120,ko01220,map00362,map00621,map00622,map01100,map01120,map01220"	M00569	"R03966,R05389"	"RC01040,RC01355"	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1N6WW@1224,2VWV3@28216,3T4VK@506,COG1942@1,COG1942@2"	NA|NA|NA	S	Tautomerase enzyme
GW101-3H11_contig_1_2426	397945.Aave_2576	1.50E-35	155.6	Betaproteobacteria													Bacteria	"1N06T@1224,2DMPC@1,2W2UU@28216,32SVH@2"	NA|NA|NA	S	Putative lumazine-binding
GW101-3H11_contig_1_2427	358220.C380_12605	2.80E-300	1037.3	Comamonadaceae	divJ		2.7.13.1	ko:K05962					"ko00000,ko01000"				Bacteria	"1R5EN@1224,2WGKF@28216,4AGRT@80864,COG5002@1,COG5002@2"	NA|NA|NA	T	PAS fold
GW101-3H11_contig_1_2428	358220.C380_12600	7.40E-49	199.9	Betaproteobacteria													Bacteria	"1RD7E@1224,2VU99@28216,COG0745@1,COG0745@2"	NA|NA|NA	T	Response regulator receiver
GW101-3H11_contig_1_2429	358220.C380_12595	0	1960.7	Comamonadaceae													Bacteria	"1MU2C@1224,2VH3V@28216,4AH82@80864,COG5001@1,COG5001@2"	NA|NA|NA	T	GAF domain
GW101-3H11_contig_1_2430	1268622.AVS7_03214	3.40E-83	315.1	Comamonadaceae													Bacteria	"1R7X7@1224,2VN59@28216,4AD4Z@80864,COG3187@1,COG3187@2"	NA|NA|NA	O	Domain of unknown function (DUF4377)
GW101-3H11_contig_1_2431	595537.Varpa_4125	8.60E-156	557	Comamonadaceae			3.6.3.24	"ko:K02031,ko:K02032,ko:K10824,ko:K15587"	"ko02010,ko02024,map02010,map02024"	"M00239,M00440"			"ko00000,ko00001,ko00002,ko01000,ko02000"	3.A.1.5			Bacteria	"1MU09@1224,2VJX8@28216,4AHD9@80864,COG1123@1,COG4172@2"	NA|NA|NA	P	SMART AAA ATPase
GW101-3H11_contig_1_2432	543728.Vapar_2071	1.40E-96	359.4	Comamonadaceae				"ko:K02034,ko:K12370,ko:K13891"	"ko02010,ko02024,map02010,map02024"	"M00239,M00324,M00348"			"ko00000,ko00001,ko00002,ko02000"	"3.A.1.5,3.A.1.5.11"			Bacteria	"1R5UW@1224,2VQBF@28216,4AHDS@80864,COG1173@1,COG1173@2"	NA|NA|NA	P	PFAM binding-protein-dependent transport systems inner membrane component
GW101-3H11_contig_1_2433	543728.Vapar_2070	4.60E-121	441	Comamonadaceae	nikB			ko:K02033	"ko02024,map02024"	M00239			"ko00000,ko00001,ko00002,ko02000"	3.A.1.5			Bacteria	"1MU8Z@1224,2VJXY@28216,4AH74@80864,COG0601@1,COG0601@2"	NA|NA|NA	P	PFAM binding-protein-dependent transport systems inner membrane component
GW101-3H11_contig_1_2434	595537.Varpa_4122	5.60E-196	690.6	Comamonadaceae	nikA			ko:K02035	"ko02024,map02024"	M00239			"ko00000,ko00001,ko00002,ko02000"	3.A.1.5			Bacteria	"1P1HT@1224,2VIS8@28216,4AJ12@80864,COG0747@1,COG0747@2"	NA|NA|NA	E	"PFAM extracellular solute-binding protein, family 5"
GW101-3H11_contig_1_2435	543728.Vapar_2068	3e-311	1073.5	Comamonadaceae				ko:K02014					"ko00000,ko02000"	1.B.14			Bacteria	"1MV0X@1224,2VIIA@28216,4ABS3@80864,COG4774@1,COG4774@2"	NA|NA|NA	P	TIGRFAM TonB-dependent siderophore receptor
GW101-3H11_contig_1_2436	595537.Varpa_4120	6.80E-07	60.5	Comamonadaceae													Bacteria	"1PAIC@1224,2C2R3@1,2W6DF@28216,2ZVIT@2,4AIS8@80864"	NA|NA|NA	S	Protein of unknown function (DUF2946)
GW101-3H11_contig_1_2438	358220.C380_12590	1.20E-155	555.8	Comamonadaceae	mmsB	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006520,GO:0006573,GO:0006574,GO:0006807,GO:0008150,GO:0008152,GO:0008442,GO:0009056,GO:0009063,GO:0009081,GO:0009083,GO:0009987,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0031974,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046395,GO:0055114,GO:0070013,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606"	1.1.1.31	ko:K00020	"ko00280,ko01100,map00280,map01100"		R05066	RC00099	"ko00000,ko00001,ko01000"				Bacteria	"1RA7F@1224,2VK8R@28216,4AB34@80864,COG2084@1,COG2084@2"	NA|NA|NA	I	Belongs to the 3-hydroxyisobutyrate dehydrogenase family
GW101-3H11_contig_1_2439	358220.C380_12585	3.30E-65	254.2	Comamonadaceae	yeaO												Bacteria	"1RHYB@1224,2VSIB@28216,4AECV@80864,COG3189@1,COG3189@2"	NA|NA|NA	S	"Protein of unknown function, DUF488"
GW101-3H11_contig_1_2440	358220.C380_12580	1.20E-53	216.1	Bacteria				ko:K07343					ko00000				Bacteria	"COG3070@1,COG3070@2"	NA|NA|NA	K	positive regulation of type IV pilus biogenesis
GW101-3H11_contig_1_2441	358220.C380_12575	3.30E-214	750.7	Comamonadaceae	acdA		"1.3.8.1,1.3.8.7"	"ko:K00248,ko:K00249"	"ko00071,ko00280,ko00410,ko00640,ko00650,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map00650,map01100,map01110,map01120,map01130,map01200,map01212,map03320"	"M00013,M00036,M00087"	"R00924,R01175,R01178,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754"	"RC00052,RC00068,RC00076,RC00095,RC00120,RC00148,RC00246"	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1MUDR@1224,2VHT0@28216,4A9T0@80864,COG1960@1,COG1960@2"	NA|NA|NA	C	PFAM acyl-CoA dehydrogenase domain protein
GW101-3H11_contig_1_2442	358220.C380_12570	8.90E-60	236.1	Comamonadaceae													Bacteria	"1N6JK@1224,2VV1Q@28216,4AF99@80864,COG3755@1,COG3755@2"	NA|NA|NA	S	Lysozyme inhibitor LprI
GW101-3H11_contig_1_2443	358220.C380_12565	1.00E-239	835.9	Comamonadaceae	mmsA		"1.2.1.18,1.2.1.27"	ko:K00140	"ko00280,ko00410,ko00562,ko00640,ko01100,ko01200,map00280,map00410,map00562,map00640,map01100,map01200"	M00013	"R00705,R00706,R00922,R00935"	"RC00004,RC02723,RC02817"	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1MUHV@1224,2VI0N@28216,4A9T8@80864,COG1012@1,COG1012@2"	NA|NA|NA	C	TIGRFAM methylmalonate-semialdehyde dehydrogenase
GW101-3H11_contig_1_2444	596153.Alide_2554	6.60E-146	523.5	Comamonadaceae													Bacteria	"1MWVB@1224,2VIY0@28216,4AAZQ@80864,COG0583@1,COG0583@2"	NA|NA|NA	K	Transcriptional regulator
GW101-3H11_contig_1_2445	290317.Cpha266_1585	1.50E-84	319.7	Bacteria				ko:K06900					ko00000				Bacteria	"COG3621@1,COG3621@2"	NA|NA|NA	AT	Patatin-like phospholipase
